ref,H_1280x720_dim_near,H_1920x1080_dim_far,H_1920x1080_dim_near,L_1280x720_dim_far,L_1280x720_dim_near,L_1920x1080_dim_far,L_1920x1080_dim_near,L_3840x2160_dim_far,L_3840x2160_dim_near,M_1280x720_dim_far,M_1280x720_dim_near,M_1920x1080_dim_far,M_1920x1080_dim_near,M_3840x2160_dim_far,M_3840x2160_dim_near
9.98095095618982,9.24593151614179,10.2569210528046,9.68288864283821,7.83572067169168,5.72029357250867,8.48176892507259,7.27171983595891,9.31490425142859,8.54491632276714,9.23681169531351,8.44804318305029,10.1025697436721,9.0702386462097,10.336911303311,9.38574248621659
10.2774827431668,9.60571838866472,10.3135653506844,10.0430559954827,7.41409454430228,4.92017238779245,8.16618415019523,7.18858504777199,9.41887919415349,8.60260176038852,8.98074048645327,8.32377667767667,10.0281690613749,9.33010557158048,10.5357672315624,9.48131251267553
9.79146912661975,9.19784998121799,10.3511684107676,9.85923937826005,7.71238827593891,5.76288367366767,8.49662746844655,7.48091621139868,9.27191965371889,8.55819513499271,9.19825214803481,8.42521945726204,9.98534242163104,9.08437229034679,9.92454668751408,9.59682740453106
9.79131534019696,9.15476560417002,10.0448450268636,9.86814539961881,7.60042118947345,6.14466983920222,8.38094061303093,7.48391487741601,9.33077823035265,8.48569908873964,9.12759116138506,8.60295253181901,9.76995806517162,9.17673385464526,10.1666314691234,9.62502092572487
10.0489577600789,9.23024071171239,10.1301985747574,9.74148181943065,7.40569267993827,5.78881684984676,8.15840437161047,7.25254218192935,9.5119041881498,8.37365525894928,9.195475718398,8.62441617188843,10.0068464763945,9.42332913671118,10.2545322849045,9.66562687198937
10.1673158926034,9.05142690900402,10.6275634415907,9.65577793281142,7.69796600920474,5.59769645681834,8.39764916789105,7.51148483952516,9.69425148617034,8.49822164114339,9.22409794632732,8.46625209523138,9.74446436753735,8.73307281525232,10.4439887740272,9.51307168178429
9.84401394452211,9.2953673776599,9.84204759573017,10.0730644140049,7.69147943541218,5.82453391645082,8.37930345647434,7.14408097563631,9.40389235091793,8.52741381836892,9.58176658649278,8.49608087313095,9.78101216219612,8.94556507657783,10.2304106948195,9.72192805170423
9.95563884654421,9.52848451928867,10.1398041470683,9.93800870168114,7.77037520994679,5.9297985120916,7.90631302482186,7.34061532447321,9.40717561622742,8.60422793799633,9.19513696157697,8.57011115847958,9.80001102235372,9.13773818512995,10.0890227334217,9.30517062806385
10.0451285239965,9.28011426281066,10.4893575902623,9.67854667925322,7.35500788173799,5.67113816430612,8.19938580205497,7.38925080640234,9.29867040063148,8.41194397049621,9.10140789163748,8.64777505025056,9.98373025358574,9.05562193604421,10.3627148421499,9.53404657527038
9.85026410063329,9.1958734593657,9.78571951907796,9.5725620469509,8.26838307580337,6.39399732502729,8.6004217916062,7.63937029255042,9.02651679149887,8.48903962208636,9.08156943826953,8.68410927834686,9.60815935363159,9.10921354429309,10.3689091997269,9.17331212796118
10.0854683581725,9.64686001955583,9.93902286907999,10.1413468508322,7.62202682859517,5.04252089854457,8.35127422952594,8.01100242817482,9.41639095629969,8.10375820024545,9.57238825618946,8.42085201123374,10.11388567217,8.63378660970501,10.3592329041749,9.43334657077404
10.0149627101712,9.2604208135013,10.1554017189515,10.0109283489497,7.75764095178514,5.5760020361271,8.54145125779047,7.44573216746345,9.26723414331051,8.35236182899895,9.45549175646353,8.45209408335116,10.2034409158363,8.90241441222024,10.1129845948181,9.58124889821119
9.91052168681918,8.73801596719055,10.3691264918394,9.69762505686258,7.70394851471522,5.87690388068312,8.69204899947204,7.90808840824086,9.34651675408999,8.23937579816244,9.16839047331558,8.38246306218309,10.0357794837753,9.02227673163676,10.2838596266696,9.38468092235354
10.002197481174,9.29596652698789,10.0572699523485,9.70048384803014,7.81315324042466,5.33784523729693,8.34015154292451,7.90912817010112,9.30695364296531,7.91404297995454,9.376207066307,8.51599402775803,10.3508861525028,9.03104203228232,10.5629454301179,9.26675794547916
10.1069382494176,9.45443110549629,10.3934363728628,9.59831792072979,7.59796119460657,5.5169429119442,8.5179804022078,7.15032572178922,9.26875825266349,8.42937040548968,9.4261018021873,8.38827674439017,9.89626291460062,9.06999599584294,10.2074994616506,9.73121035909261
10.1122561853476,9.42544755748103,10.3535117648393,9.5952618668925,7.40773736183539,5.53291808255098,8.57162687353532,7.50983668894037,9.39909522902851,8.36456959989363,8.9092656650762,8.60901583907455,10.0169749635397,9.17604525766367,10.4280006716186,9.28546428120423
10.000526803943,9.27646263954826,9.93855331438983,9.7510612112522,7.81347352775669,6.06555250093326,8.14104139063889,7.62026559674903,9.46474597821868,8.58104985170008,9.23077294641104,8.61150701031078,10.0280063540241,8.88324172615551,10.0822008645337,9.25456935162091
10.1133547636535,9.24368351354481,10.0894255939828,10.2014756827619,7.34683237214221,5.10743705555308,8.50809471247096,7.12347949949088,9.47227536777631,8.32019937910094,9.39785922044974,8.28484885252301,10.3083794504992,9.26573016179439,10.2768857205297,9.809666940984
10.3773543285413,9.41872260213771,10.356087350984,9.6708432336482,7.41673037959025,5.17067173993065,8.4355938083036,7.05947734741825,9.27439707055803,8.39859268656858,9.4414015603891,8.35337666558777,10.2009844257271,9.1845037907958,10.5192715734906,9.83394373967139
9.78911843862717,9.31253204426845,9.87749021800798,9.72221037703987,8.06132980228549,6.43783276065176,8.43918550812935,7.65981745982424,9.36405367827821,8.59138017394555,9.000662512533,8.64816644753537,9.84581165003191,9.04535624016316,9.80332477648876,9.40813618194279
10.2516535531311,9.26187382955372,10.1692117219849,9.85060015243722,7.34344920851569,5.4346469452152,7.95132632700759,7.42439525385851,9.65319430965455,8.50454750377531,9.70420263610963,8.34510715329438,9.64876568973296,8.9224729243968,10.4607118167864,9.67797809082474
9.99518691680067,9.18546751872801,9.93968899007616,9.72922224370745,7.76463474323476,5.8055635800977,7.98203675215248,7.15692198782015,9.572700903385,8.42783515659351,9.32063185580706,8.58133596681159,10.0202824614783,9.16152178001635,10.306283828505,9.90834958469506
9.90818937486192,8.97040780673942,9.87016697612071,9.71282557036255,8.48449612094921,6.22499372405351,8.17683517854525,7.42802287446223,9.40517432728097,8.63525398017372,9.4235442974982,8.70495677875033,9.55396169215955,8.91961553696561,10.0946787355216,9.30506812200677
10.0932915706661,9.36103394624153,10.3801182402412,9.91286660276869,7.51955252776398,5.38241865653384,8.25958650267938,7.45111444161388,9.55226541473147,8.29475508287964,9.36923345612456,8.47926347895373,9.79315917005195,8.98495684499294,10.3868137392817,9.499746814075
10.2544039104044,8.8445912898385,10.30988867241,9.64815152208912,7.26029465253002,5.66402216566889,8.37963308525516,7.24394293738747,9.37157401810395,8.3196302954615,9.22067168415767,8.43147971164693,10.0609959169487,9.17245871282561,10.6451394409505,9.84541566293576
10.263718094132,9.2920469753897,10.2047665023517,9.76495514039057,7.35396565283437,5.19300999964015,8.17751583704649,7.31260777628585,9.73704784432517,8.35348785265635,9.46052022454375,8.36559142417617,10.1928686269259,9.02370122471431,10.6446598641811,9.55684514835627
9.95318010704391,8.97217083669755,9.88644524842174,10.2629762285804,7.45011817697027,5.28467695555917,8.62099294684214,7.07229026238829,9.31384036675086,8.36192699564019,9.45189605858535,8.41271367624488,10.1298560591098,9.28843528026539,10.3447857567758,9.94189323609263
10.0530928259843,9.23640033808866,10.2666991568219,10.1188465975186,7.54220257417027,5.52530953339142,8.5060777841649,7.73469432632203,9.21590013115578,8.35356948359571,9.23368114725399,8.49811726672821,10.3189888920904,8.86387885723672,10.2835099010544,8.91512017801806
9.98602870089944,9.30056812483995,9.96979696943906,9.84891966879091,7.78059751108609,5.89930999143879,8.23345081320618,7.38237215117297,8.96198371106611,8.57620999018936,9.24983959034786,8.56064559007013,9.87692835567037,8.96595431080236,10.5000515427417,9.58777212645406
10.0755477607027,9.50668062207169,10.3949666461272,9.70677907983337,7.51801491480594,5.74239468502456,8.38706278097317,7.35670422644163,9.11045019588996,8.3950149320364,9.13521686013867,8.60123122426828,9.9506729980011,9.10044773484305,10.3471987614441,9.40236684803281
9.62872152558928,9.01340058783177,10.1719105171812,9.69105494692031,7.63495806133815,5.85053228092339,8.38455821581216,7.5639106418405,9.61935060418499,8.55479069463562,9.19093226656338,8.47492497362839,10.1767301740998,8.99012512966871,10.1173814035191,9.48579843501043
9.98667415809674,9.14712664408829,10.1393278508789,9.806665966531,7.3398178880905,5.94919008764307,8.43105814734666,7.2709290228969,9.35635607854578,8.27631105334257,8.72347249541752,8.57359406867934,10.3004404579438,9.44392010810486,10.3871323136611,9.6301908170356
10.1132201577807,9.66086226037125,10.0770946023811,9.68566626112868,7.69155885956254,5.64710486464711,8.6004161516627,7.46729086175954,9.46752463499183,8.19051600641966,9.11602103273062,8.54551681895818,9.8984541864868,9.13218886206707,10.4041469102289,9.01619891040044
9.8164252995708,9.09896814164199,10.3473225565777,9.84077413351621,7.82524369379422,5.42135521188057,8.33727631710548,7.65664264780234,9.19164225376699,8.39261505049079,9.32315551668847,8.42580782731406,10.0076930053214,8.810292039078,10.433609295643,9.81223663458356
10.1823933259404,9.12782957433477,10.4123573871901,9.8918032963738,7.26161461674505,5.56763443780192,8.50940415728864,7.0790041463646,9.40580400159883,8.38138715191351,9.07734876790374,8.37922027367692,10.1046014862617,9.42958853983921,10.3626772206459,9.70713022379741
10.2883493176787,9.42736194106781,10.5015904685841,9.75187531031214,7.70684511388086,5.46868779829411,8.42813511632263,7.15073809825968,9.23591378632445,8.4363242166021,9.37863589101537,8.34827402889711,9.80817643743958,8.96828466005316,10.6483223691675,9.37800318568808
10.1928835898041,9.28099324743441,10.3149035397522,10.1858984679819,7.64691526737457,5.17675378100357,8.24010912028486,7.17587067761401,9.17879962544466,8.59097712224974,9.40796330719863,8.27102434352857,10.0129722288811,8.89197056727262,10.5628299552103,9.64274376062207
9.99016725564107,9.04433503316852,10.4820149180784,9.8114081512937,7.99773421666282,5.29354065695033,8.51650806236946,7.66097825032213,9.34183027628612,8.25286763076981,8.9929981900738,8.33151924210325,10.4337111777708,8.85823156097237,10.490575050251,9.38315368834568
10.2651749810274,9.54764432390695,10.3114142755914,10.0456999873109,7.53262714455512,4.8537122333625,8.00632652213166,7.49544605432009,9.56545354709384,8.37703808059658,9.4934598848206,8.32089592543537,9.97174451504831,9.03779491343242,10.4220517591882,9.6598390078026
10.1682221308456,9.33095267520292,10.3564419008078,9.9626463437265,7.43820602748477,4.97077571804216,8.44386708357254,7.56694007796942,9.45014058586821,8.03697759660634,9.10579828047172,8.46111805638848,10.4377912736944,9.01554327840375,10.2501963623721,9.44183409487517
10.1437774777073,9.40512013198994,10.2865254262063,9.59271403389237,7.7963951386788,5.39364076166309,8.39521864492112,7.48216168478595,9.35607327302678,8.5569087063216,9.25508761055585,8.47122756684859,9.89611650139571,8.77642969821459,10.4555392712488,9.15411334037755
10.2690700261893,9.29523221090233,9.99525444067167,10.1459311843651,7.45104811702582,5.32587159711052,8.16671087608322,6.48627133343645,9.79014690718219,8.68198971710353,9.23765070141873,8.33432237356233,10.242772825675,9.03809047725406,10.6027675534584,10.0467058993341
10.0874011184157,9.42242073733085,10.4330065693509,9.6504496846863,7.58572821235643,5.047719417498,8.09572310754802,7.11025005634017,9.37454386707615,8.45710735995518,9.38896403625465,8.55339531342365,10.3434507542849,8.67085963149532,10.5951438965632,9.75273808698901
10.1424513597464,9.44663536285603,10.2746846425529,9.98771065879561,7.6590204592229,5.35440856582044,8.50346156630945,7.58002895580143,9.38399408312546,8.50653464325482,8.91500713493584,8.4698734095525,9.93035198690369,9.17368803059088,10.3898552478434,9.24440520100186
10.2700259979388,9.4660866583846,10.3239966714035,9.99769303937247,7.4011545137107,5.06295134277156,8.19249684701199,6.84007812646721,9.4902579789145,8.36735016157073,9.37097606968687,8.27417672411592,10.2311567273332,9.17750410516174,10.3109623151011,9.97589275860803
9.79190357502512,9.00376215418843,10.414463067652,9.88901994108889,7.8299941875068,5.68684723229228,8.70496584176325,7.79034515735886,9.2242637491049,8.44680409077206,8.90284726682471,8.50951043759326,9.99876065806331,8.89628230031151,10.2495825277985,9.2617912623326
10.1684652978081,9.41187255421373,10.0730586762353,9.6771877644006,7.49223825074098,5.74257833151635,8.2199174668023,7.15956856489256,9.38940374968212,8.4834754655929,9.23164108655893,8.48760750375411,9.97322105800725,9.05362709533719,10.5103900070998,9.78692026709597
10.3298401746959,9.56953841582362,10.1803659933181,9.99443436116623,7.29525030682343,4.61117065296218,7.9191202457908,7.23974447587201,9.27656558515025,8.249617543467,9.69959567208377,8.51696181197949,10.0979288507759,9.10725139333853,10.4504933247095,10.1071097070919
9.99866735131847,9.04999733133869,10.1690438764238,9.84587207726964,7.34767413953702,5.48765699190189,8.59336012655402,7.25529897879711,9.41187116875305,8.41861144418012,9.49767657795253,8.47518113592783,9.77548573178171,9.15261779143905,10.3203031046166,9.94935280980701
10.463866718073,9.68146884887395,10.0376371006697,9.76715149599888,7.47067952135021,4.64470283526703,8.38399687409126,7.12873511099438,9.38312156863521,7.95064710796737,9.28123480018293,8.61632086804655,10.3902102308264,9.03453370702369,10.5592368441562,9.72121582141239
