H_1280x720_dark_far,H_1280x720_dark_near,L_1280x720_dark_far,L_1280x720_dark_near,L_1920x1080_dark_far,L_1920x1080_dark_near,M_1280x720_dark_far,M_1280x720_dark_near,M_1920x1080_dark_far,M_1920x1080_dark_near
10.1993286385364,9.39463773873509,7.68024943789329,6.75264300431773,8.58120793438458,7.5642673845789,9.26359170415855,8.65376245179182,10.388576790032,9.01814930315819
10.3724390350824,9.2830749312654,8.18974603841263,5.80251988056949,8.50717945445498,7.63370285815713,9.62749551032275,8.89202689407895,10.212278936853,8.92557648979883
10.1854999617935,9.13115789954258,8.00880182492835,6.56133493073396,8.8871527771166,6.90297080776698,9.9763765738835,8.71641715532988,10.2946561203055,8.89359623535715
10.1815743471082,9.18512518498154,7.89024450767674,6.61723478453329,8.78307215994717,7.39797864898048,9.77298770755382,8.52037974449238,10.1800298594552,9.01389458946279
10.3494220965109,8.82330283702591,8.18687435889685,6.69206375923363,8.78214597542686,7.15714282583258,9.68876683377631,8.62516431082529,10.3563523339208,8.95213338864967
10.7526564403574,9.22432950947912,7.88270241631835,6.03233354748689,8.78665897127287,7.22999138839702,9.89823886035896,8.33287351447002,10.2400457511414,9.05131591480989
10.559633665662,8.97828773435612,8.35064648318742,6.43671033458782,8.48627360548659,7.49000751545321,9.57524846641171,8.72598666083675,10.4004350842975,8.58603709368405
10.4868348198811,9.00182309099467,8.04921117160772,6.97213128537501,8.65105090148726,7.56478315846222,9.55297923254948,8.39867529810759,10.1444431731534,8.92049461606091
10.109393810716,8.84581746483747,8.36026207125851,6.16718685762907,8.57486700753659,7.39140673270138,9.9695432293285,8.63251729326953,10.4096467621687,9.03517754434135
10.5689755945583,9.07870392940788,8.09671960725971,6.48408512299112,8.32174897339701,7.75549459437146,9.56867428663781,8.57800870178795,10.0870921749883,9.06216021647638
10.1263539039726,9.18417851857817,7.85543004127749,6.37383287341578,8.55154648427392,7.27587025579485,10.212726690037,8.62446735515,10.4661243926916,8.94400874818431
10.5199590181497,9.34371144688191,7.63532014608394,6.08997231498663,8.3809578056391,7.32849316005079,10.0001989259692,8.60730273358153,10.7158445969425,8.8486875187969
10.2741828271365,9.20809608093398,7.80805729676006,6.73107771909999,8.79290414283782,7.58112731960885,9.57927546603323,8.45652202986232,10.4949485776441,8.69946106325791
10.3979012736764,9.09415643500267,8.05235712509206,6.24027346384246,8.64664780616189,7.28385995489069,10.0530327407827,8.99087006607512,10.1830084451289,8.84863070909401
10.400370137694,9.14319947996345,8.02546895714602,6.76147832177451,8.59633091575519,7.95732609285656,9.40922988618198,8.68455208615654,10.063253335884,8.86115938393026
10.2236315160303,9.23052476737757,7.76305872208839,6.6350604688914,8.45669729759012,7.34358703624707,9.72234335967259,8.72534500775195,10.5035516616665,8.90729050484037
10.4080975286437,8.92810247912296,7.84172035130491,6.69776694744366,9.13211730911441,7.06287377417333,9.62141288300059,8.17181289173014,10.6072984941824,8.97730420296998
10.4620377450048,9.24585040005931,7.81319610061142,6.43852657710489,8.79549825365033,7.21717336067095,9.73106397215943,8.73803214928162,10.2556885720939,8.8145415992292
10.547369233095,9.2446170799035,7.77139214220241,5.81688219181417,8.52843015850705,7.57436115533479,9.8251081911313,8.81968614786285,10.4569601875185,8.75282690658087
10.0035581422722,9.05699390974695,8.19453673045691,6.55435035897743,8.81779344664176,7.43098770132115,9.69413854435967,8.26124667670965,10.5347616076078,8.971768188748
