ref,H_1280x720_dim_near,L_1280x720_dim_far,L_1280x720_dim_near,L_1920x1080_dim_far,L_1920x1080_dim_near,M_1280x720_dim_far,M_1280x720_dim_near,M_1920x1080_dim_far,M_1920x1080_dim_near
10.4254616862108,9.64456221456052,6.89907722952159,5.29608780068542,7.88076140560811,6.70034045823304,9.5142792844989,8.08410246421437,10.1697765085012,9.07435845369877
9.93179101232625,9.51365413761026,7.14735539338244,6.0127623627898,7.61101778670177,6.90092557350856,9.66486862110207,8.24728157090236,9.96198709325254,9.08149080757049
9.95859802375874,9.18641131063066,7.09210428428411,5.58267672309391,7.94617015643543,7.28847075784156,9.49144529002418,8.26088205306189,9.98860169112549,8.99813267147162
10.0116230783735,9.15576086204221,7.30273172354142,6.09755900293819,7.90605100775563,7.11517002121578,9.40509379667957,8.26625926989931,9.9197824637877,8.97310399918561
9.99389420975352,9.21547871875835,7.15144346442356,6.00079094396147,8.19922553889913,7.12917499707484,9.48074223189559,8.05018767804029,9.80850988627987,9.14739883992353
10.051051803986,9.77592389764078,7.00552094109279,5.8455899545389,7.75907042807414,6.55303091694922,9.5387443694924,8.10407060031681,10.1282404594613,9.10306710205984
10.2716311665651,9.40523114816738,7.06758136318744,4.96939331808366,7.89261410136681,7.22438749970956,9.4360512360539,7.99846438201202,10.1857453585014,9.36592860575388
10.0218964441602,9.66615064795813,6.57349297296868,5.00798829064281,7.87431073459222,6.74506208033021,9.74396951029844,8.11774017885459,10.2672364462754,9.66983126936946
10.1209434714496,9.50773962508225,6.9348592905101,5.40065342648509,7.99195894265849,6.7896145050271,9.73597037622753,8.10328884987342,10.3139687415008,8.99967749445091
9.88715043295252,9.34507612444129,7.06872480220494,5.47842906188653,8.04093679200454,6.9923018885076,9.54689943191804,8.20271081151494,9.98436062695751,9.28367649660381
10.5243938892622,9.98561373534808,6.71108612733864,5.38730325540251,7.42244961765431,6.42167433079823,9.75078219579605,8.10048506514724,10.3251611208027,9.20900371532493
10.0034150931331,9.50983716002365,7.04640465909427,5.57126642607446,8.00738863726674,6.60892270354231,9.69658483784045,8.13632234900336,10.2697985875252,9.25444396424783
10.739343774648,9.54654034939432,6.29862385649165,5.38522241525373,7.52655959429613,6.27960822963062,9.85684059628674,8.36968947722137,10.4991016961735,9.18310151003426
9.51198876684045,8.85447887530457,7.2257164038698,5.86117949716855,8.28970480410768,7.23628317194043,9.61274570031314,8.47904678502815,10.0703157350176,9.11471786518009
9.99213289046294,9.17393862367275,6.89055920174995,6.07573125347668,7.94121990634597,7.21224505472486,9.29434434606355,8.37635712074528,9.84711107013904,9.18555650774291
10.3563328340416,9.82101062788082,6.59261766032986,5.47273726038047,7.73348532950209,6.37738132343921,9.83746760429254,8.19946533029476,10.2344186075404,9.17141451718208
10.2590782474428,9.70598514320953,6.68335771910617,5.03388515040946,7.88948308852776,6.96556231708177,9.44532855301901,8.18949233795627,10.4365186611417,9.05898089332174
9.72222161087706,8.84394244874269,7.19918909666123,6.24402507536472,8.01189816735719,7.2066350486056,9.59427175664317,8.47640429977561,9.85623847250401,9.04343794436978
10.3073542914961,9.30876123672736,7.18760562264308,5.73531532440075,7.69709901290755,6.87501006067156,9.47708111929785,8.08654927286179,9.96794217183674,9.12007962593428
10.2239194006185,9.42597898622661,6.81672324478346,5.25307593582305,8.17583464727359,6.85976626287322,9.40507916084703,8.22469600491086,10.285178206182,8.97974292887744
10.258805672016,9.50852762039099,6.96516658150459,4.81973776405278,8.12845916248691,6.94700547161364,9.52386221942151,7.91380730298855,10.2735975983864,9.28009718572251
10.1084088538215,9.45923876726706,6.99921619458399,5.1825342366823,7.87410679235831,7.1468362765536,9.4377738998159,8.13320517125775,10.1937508883639,9.03235391634598
9.91326171756089,9.27841339264532,6.78536695506687,5.6601534969428,8.38821575307472,7.44492620678416,9.26473402474485,8.14476541210113,10.1611743526096,9.17839405042522
10.0112520411197,9.49748112021853,7.01091724779188,5.70320157427429,8.18550359554074,6.94315975611124,9.35063111779391,8.15081285620503,10.0412306895263,9.07444269311138
10.1429112316511,9.18054411322139,7.07322472181369,6.01579084197549,8.10501073520767,7.16939019547176,9.2102744872172,8.2584906392627,9.88975721717661,9.04560789286663
10.131077158837,9.29794196220019,6.70855749017855,5.55288149743535,8.07365835553832,7.19438340248138,9.50312847654844,8.05736854856073,10.0805805216697,9.12670089615509
10.3136278222877,9.41133451985901,6.45555696736846,4.99296203765499,8.17344639146125,7.18081710893638,9.4638177909798,7.99810205003358,10.1783897059667,9.3584465977323
9.81779541492759,9.36860721526259,7.35866221141121,5.62145426036738,8.18062439875573,7.00853617987328,9.41370823347801,8.1722085923711,10.1039774573398,8.78691497237346
10.3311293567217,9.42791661527133,6.85048823251494,5.30005228576005,7.85947589915045,6.91196545767715,9.55249890446494,8.04493585027503,10.2431956375111,9.01445527924781
10.1433793934557,9.42575405409463,6.60798189452434,5.26772293850598,7.60431173778124,7.32243733473504,9.60339272696993,8.30244594807943,9.78550628802116,9.52135378577462
9.84587906546991,9.50270671681067,7.12530644566409,5.27871005008714,8.26187192694712,7.05651238631547,9.37647319296264,8.16920965307647,10.1819595618129,9.09407148568542
10.2913361782126,9.72827449519379,6.83299814736825,5.65370072693623,7.92941566768406,6.63638484311883,9.60386749760672,8.07808251364294,10.4951408214378,9.01926869510408
10.1831471539802,9.4856469481786,7.13584853214338,5.85433448752741,7.80333430952923,6.98651890197223,9.2544746252687,8.14725023367168,10.0656677617675,9.05310745704
10.0734685612993,9.09352027073809,7.19421547480048,6.30096066585794,7.87443648288595,7.04820270565224,9.38730430301141,8.39541501732048,9.94456132890225,8.92266781180475
10.4340256824457,9.56502727800794,6.31960795824096,4.24737344852774,7.50379171824979,6.89259823639958,9.80764958667462,8.26990536772254,10.4949119084043,9.66173991302476
9.71437426340235,9.88896018733013,7.25454404100693,5.58166084739852,8.03299221132454,6.79577687623865,9.70242766030547,7.97045617543993,9.89158031594317,9.25368046905552
9.98196937812876,9.30726455638869,7.00886709138676,5.5264487245459,8.2489642146224,7.06453730697329,9.65399590107204,8.16913137870849,9.90512697665266,9.26536719929006
10.0867756570293,9.5018039959949,7.28055316966289,6.03910403709943,7.80672132219894,6.96897655350597,9.23970362393334,8.21831368383498,9.94735645715808,9.07516630557141
10.434896851355,9.67885580099726,6.6226335891505,5.27673816122451,7.97972954494775,6.60259946206401,9.67460664383359,8.0839033069031,10.4441874957937,9.15369110942028
10.244611893021,9.58997139255069,6.74843466341318,5.82351995336247,7.44372037735511,6.44250571811906,9.80095126647215,8.32380809794597,10.3209468266393,9.17993182039238
10.0983973303138,9.58095346275604,6.67731480461755,5.24724860683904,7.42550738077383,6.43069557414451,10.096180292415,7.92072994844957,10.2677917060812,9.63558446196776
10.6002589611054,10.1831398052783,6.63701684477318,4.95093588061055,7.31354934771473,6.33495200483133,9.6610140592526,7.99711855280357,10.7112743136027,9.04732945168914
10.0159257904995,9.6236910176399,6.90446911576944,5.45681940385154,7.95770810504144,7.02799117676693,9.49888335825995,8.16381102982312,10.1390418250831,9.21048005557297
10.2659871547199,9.53622415454008,6.81393951658808,5.93036449579998,7.65298989301589,6.7364818008997,9.76371491518596,8.18257050096749,10.1696968998092,8.94158456060948
9.94705427422957,9.33724562451702,6.94279705376014,5.78517834844184,8.0589349467408,7.05729584319287,9.50805174325809,8.30237524759237,9.86747000087038,9.18624822399509
9.87769014930182,9.23939286867854,6.76847766808725,5.71500438144889,8.2272006443298,7.10682043914395,9.57089883762927,8.2600330739843,9.88961562379204,9.42676296882038
10.6604063920464,9.68152165856243,6.52157807586577,4.81912238245062,8.02783280962279,6.94059707724617,9.35208831553155,7.92095473281258,10.3525946508184,9.12980027632788
9.92443062823626,9.59490285272409,7.05636396948163,5.64365230603525,7.822823588532,7.02895945167862,9.32984604745571,8.2322943070706,9.997625787214,9.31632547043864
10.2523104575739,9.4000464778513,7.18609492602634,5.7745045564977,7.85750992713441,6.76629362005782,9.39603889763874,8.18475384127698,9.95034819607048,9.18033365800537
10.6271415848979,9.95578475461526,6.88770449107191,4.62275184403766,7.81239940245703,6.41879166829521,9.53624772140202,7.89767777817546,10.6838473356111,9.03136944988372
