H_1280x720_dark_far,H_1280x720_dark_near,H_1920x1080_dark_far,H_1920x1080_dark_near,L_1280x720_dark_far,L_1280x720_dark_near,L_1920x1080_dark_far,L_1920x1080_dark_near,L_3840x2160_dark_far,L_3840x2160_dark_near,M_1280x720_dark_far,M_1280x720_dark_near,M_1920x1080_dark_far,M_1920x1080_dark_near,M_3840x2160_dark_far,M_3840x2160_dark_near
9.13426835173115,7.95312178282935,10.2954450644648,9.52334335716515,7.64892545908125,6.08370091200322,8.4234291679794,7.86537832170522,9.4031726825763,8.8529869205209,8.54908740042547,7.1550166542695,9.86654864874692,8.44351494481334,10.0111358060199,9.58328032421116
9.10496929961151,8.31739788513045,9.99090777155615,9.62920263726223,7.5234669773635,6.46894014415185,8.41701719346414,7.9527368401044,9.1267898503368,9.00230226181631,8.6085427884638,7.69628521714841,9.47204734209573,8.7741746855489,9.59377063152407,9.41508961248398
8.97098803063625,8.39027157790646,10.196293468451,9.63410982297991,7.39766969900615,6.57878704733779,8.3918161089379,7.54242380154763,9.55568345796242,8.76732207687813,8.56973529630641,7.28437062066051,9.71113462855597,8.87190084670126,9.60877133856252,9.2930694768703
9.02992128098309,8.20602478085073,10.0463401612278,9.51755649234222,7.50766683777846,5.88049906166563,8.82918102997295,7.53027244281274,9.50773794029908,8.9294779969546,8.87386234548999,7.25114979950747,9.75236204570571,8.60289742435783,9.90033323133684,9.39153113860323
8.85595777257756,8.21956358743645,10.1689567829626,9.42383868479797,7.41681201093286,6.48135136036194,8.40600733609473,7.79755811852777,9.38799617943179,8.93274283052152,8.62767321203187,7.29457432354397,9.66925438184943,8.58179303072527,9.91430406855548,9.36907067923635
9.33740432792873,7.51719622325508,10.3442329544306,9.71123600798763,7.42245690425042,5.73044053197538,8.88330331927403,7.461866719771,9.63252890285316,8.63327707058821,8.73440197351578,7.06528551414163,10.2199630230076,8.54879616995422,10.0175221017187,9.42910979220254
9.39182696260957,8.43316707021968,9.81136263061214,9.80970516191786,7.24290411381878,6.15888785226539,8.56198235802478,7.61405350760409,9.20542602179382,8.91365815860192,8.95262646346227,7.45659595326345,9.86570762314685,8.85155326099202,9.59062339754651,9.18532852827505
9.01319511408715,8.22636941696321,10.1493205081828,9.68081566814992,7.82455450977209,6.02564381913849,8.30441904129154,7.80694505567366,9.26466473711854,8.81241404577499,8.57118712764289,7.35990332764229,9.72805880477291,8.6760060295089,9.88805095782981,9.50018368741328
8.97004215847714,7.88882226397361,10.3816807426854,9.95323934672005,7.1373112345578,5.88428493088457,8.53477818029854,7.51160730116917,9.12227198128409,8.77673431066015,8.74592730177017,6.46621826726161,10.2483132198876,8.51369070891,10.6286670481873,9.59221362604966
9.01978705896262,8.03146349749675,10.7655571357818,9.43232857921573,7.34265774903249,5.83384082194508,8.65535162876929,7.6060648227089,9.37740001491446,8.9703774159523,8.38898199488988,7.08520575810428,10.1384570318216,8.58434774091539,9.97161976173481,9.48913549554117
9.17024604192299,8.60349501102252,9.68691131534624,9.87893781471569,7.20772676635389,5.84245691013988,8.56442924402411,7.42531316343952,9.634363423768,8.84115336857547,9.02813188762433,7.45320285701268,9.53191021652755,9.03533081479631,9.4156002176087,9.35183308927522
9.28517980545269,8.17111982456226,10.2581702667053,9.70922479271933,7.14797059431016,5.42837386968949,8.88533028327504,7.3807754719664,9.67522850972818,8.67135861598969,8.76916989158582,6.60149695682888,9.95038678985444,8.80283805188564,10.1210048506822,9.60413267908856
9.25671515076246,8.00251038787314,10.2277546243134,9.7279400621855,7.57776370010709,6.16372674199368,8.72312538101397,7.65487417395883,9.13718834182369,8.59774271905276,8.73011343578824,7.06258728360159,10.257358158536,8.6095781273291,9.71675548547823,9.38828072285608
9.38941136620553,7.85971799077887,10.2341500459272,9.56520270586295,7.28235879022259,6.22264188347255,8.7313694254652,7.73117666898655,9.18145372485966,8.81488518854707,8.87824658024646,7.45390158708971,9.78788007131871,8.50567595695508,9.9280884751029,9.20783111003043
9.13915033034263,8.36635210641312,10.1562682661296,9.89280347927494,7.20307193314617,5.7783768007866,8.47563567995683,7.85168897072587,9.095192457204,8.83341011211805,8.92282174044211,7.41272586011621,9.80708668416406,8.59883499282904,9.7652485744592,9.50405698216688
9.32288195150997,8.16878246415203,9.91919804878611,9.81340627839434,7.54687310502243,5.88470264507227,8.40611916711216,7.51648004525917,9.41481368286175,8.80201437703844,8.89736758529517,7.34484941262447,9.51931128635094,8.63067764660756,9.81143550260701,9.56285537599927
9.37958074522521,8.22069158347128,10.3112634914033,9.78916366228401,7.18943451010999,5.63485767699021,8.50298560754272,7.55750804839249,9.3636225286882,8.77127975833453,8.67050347773811,6.96042876228626,10.1287406013426,8.63623400892766,9.75986835073486,9.75027009487474
9.16958698372493,8.04600331652816,10.0415759798582,9.54519187488764,7.46480702238355,6.41948569718482,8.61726374957471,7.6748115163327,9.2280311836175,9.06756200237652,8.38271159448609,7.21261095655835,9.67244710671952,8.75154573705596,9.96459746700896,9.32029950077036
8.89107360291193,8.35227606336158,10.009611065463,9.59894359769846,7.40626195192186,6.6868250554761,8.39082648357766,8.10548917709107,9.19305630695366,8.86519003312257,8.61523060214523,7.73544512826108,9.60966154454219,8.54623760448877,9.63039004897921,9.40855312527131
9.08437380144913,8.63904891660111,10.4214119393423,9.92427715930034,7.49124068104652,5.60247972207211,8.25281864092739,7.4280953063496,9.48315877076876,8.74584762463421,8.71356002326682,7.13530382214784,10.053038278549,8.65248579816671,9.81610191964192,9.42975898785155
9.09543010541279,7.80221478859271,9.87850569860176,9.57976958681953,7.26586860391682,6.62984715824177,8.42957603345227,7.98683515800146,9.50416573465908,8.7268123174805,8.50709881200001,6.81311712561774,9.81179601549461,8.78100944428533,10.0289459656811,9.71413395207992
9.17663938205604,8.32587084112986,10.0515804321056,9.37981354410737,7.31811213054908,6.711723211698,8.50453286368084,7.98023953866682,9.36686113154111,8.91781562276023,8.71511659252621,7.62412910316449,9.52241399865951,8.71298243960658,9.79296023092053,9.0953869184749
9.08813271853632,8.72803536753821,9.8135894986087,9.84589657719,6.99279674461587,6.25124257200352,8.24622534329199,7.43589320440475,9.51984869735373,8.88633360141513,8.92262996677195,7.26556086069173,9.59377681602412,8.7823509951613,9.56030845459236,9.57261729320697
8.75616325560939,8.07524312717018,10.178249112327,9.32904249568151,7.55372418238903,6.70606826352184,8.82101070136138,7.93995617639233,9.51245812062698,9.03204885460114,8.57459419053541,7.3387527966062,9.63503686162311,8.61663438806089,9.79178816886924,8.90392394299526
8.97576473293211,8.2430934860326,10.0887986917394,9.9231737658922,7.1536669635654,6.15822992282906,8.27576160696966,7.64387348395665,9.81414905667362,8.82338565095264,8.56039998902766,7.23520137633504,9.69549194916557,8.70657193830418,9.99297629507849,9.47443793437809
9.05216744950935,8.09643871020662,10.3817662985602,9.9124992713097,7.96187032963441,5.84227792438336,8.4344654974318,7.65872369406729,9.30873356613251,8.57337949995987,8.71100586470522,7.36678750358189,10.0752140146998,8.64851927600045,9.4651609120463,9.30697833109033
8.91158997346332,8.21629078122253,10.1689293004385,9.67447285637438,7.61287134769856,6.30487570626198,8.53355478157132,7.92759087880937,8.9472926261943,9.08820820378053,8.65173926572319,7.44631958870796,9.76000858664124,8.39075108962881,9.80218934054359,9.43352071486522
9.67684109552344,8.41975947760974,10.17097245068,9.4803173056044,7.32874502569191,6.39215709779641,8.46995756207853,7.33034962815318,9.03646041267744,8.96083160640411,8.66587319057125,7.32964276292323,9.89379102831722,8.59544323383595,9.86878402745493,9.24909742420569
9.25323567733954,8.05782011885138,9.94159052268231,9.60662832824507,7.32248402308395,5.95335947110389,8.57592460393732,8.01794070118978,9.19173006166687,9.02355476329468,8.56033173259006,7.26290376922225,9.67873626795434,8.67496896620284,9.87248873201283,9.75371571918812
9.49724465791507,8.1374714619742,10.0728367634667,9.75737580907593,7.02096839335849,6.04421590004148,8.42610081255578,7.49639452333004,9.52337465504907,8.83796706304846,8.59744224851466,7.34063511791425,9.78012324478374,8.68983305833506,9.66855113252458,9.72995518353842
9.26087333525277,8.22834818922356,9.70617342741191,9.78500996896257,7.46814920624078,6.56357250458223,8.51889116633909,7.5942397644718,9.30762710597252,8.65440210169323,8.82106151182003,7.34146065548704,9.67858861960752,8.63273398316683,9.61648398053558,9.40893799395799
9.55482419495851,8.37401481680039,9.92878831365574,9.56972414513106,7.59745645855193,6.53908791977035,8.18774732407883,7.48148110064744,9.1713602972258,8.89891203324686,8.49753771028125,7.69169369024535,9.37087242747169,8.62194708306506,9.77806509653435,9.51104738889934
9.51653816908703,8.00324843521674,9.76608742853274,9.56309006256753,7.53998743009461,6.61642922557279,8.51157322071672,7.67604423692737,9.18827594462341,8.83496436186725,8.73227014510248,7.58451317012454,9.73771886624385,8.61290679711011,9.89966036890292,9.10944372273463
9.06810975068541,8.02554460848515,10.1086832131971,10.033331269331,7.2911972293641,6.04768705026463,8.59250589841132,7.27478830690089,9.71462639915386,8.82293496809076,8.56262442310661,6.93377145343864,9.59367410823041,8.90287922568735,9.72323513117435,9.65891284902621
9.03010386980084,7.94612437237682,9.99943203274133,9.63309613935385,7.38994253762471,6.15720760120502,8.66446623490642,7.74751384925378,9.64324567512477,9.08492162333183,8.62183230583199,7.22509220198972,9.92791382119385,8.62512630026896,9.73783962394168,9.44503222113788
9.02016505754086,8.8422807964124,10.0495478951226,9.61256527083568,7.22801214815993,6.23886867230955,8.18562024962089,7.57304638919974,9.32150222631002,9.06511685358521,8.51706051975566,7.41801766359672,9.58523350807426,8.61257655559488,9.81403061535326,9.61249168466223
8.95667896475598,8.2539280450668,10.1847866755551,9.88668602504534,7.79750700223077,6.10493823011675,8.49775590932425,7.80512087475457,9.10087870307017,8.91700720053043,8.53438512479679,7.38546370750032,9.880345967086,8.70518893693292,9.5989465578914,9.27498147266819
9.20266574552318,8.26146766474474,10.2666358214431,9.7208773601875,7.21930685259684,5.41488605869994,8.47355506926401,7.75717903044224,9.58165580379997,9.09255957127373,8.74859473022589,7.07445400028802,9.77373417191192,8.72735642991192,9.57287023970439,9.84975747170842
9.00973884227395,8.51088246667489,9.67477618822335,9.34648286330549,7.22309427455849,6.58501028179957,8.6023982962116,8.01502491478863,9.44206989725847,9.28843475220625,8.617061837023,7.39588070866124,9.55282343094261,8.62623497263727,9.49059513892396,9.60887955844138
9.30963505906584,8.03745542967242,9.99180150391513,9.39415454840529,7.44380479977063,6.34018981310045,8.74253791310864,7.7741762009629,9.4283080490928,8.93407671707301,8.76706965897676,7.21730342970379,10.0165991128957,8.46580668119405,9.73871023479925,9.25896186549547
9.06272597949111,7.66849392356109,10.0597910896439,9.59859944617926,7.15464461304713,6.68581887000133,8.98087751699013,7.7611854582624,9.68967517323067,9.16644216982199,8.72251623634239,7.09525548530895,9.67046408673671,8.53681455653594,9.67137499511333,9.1092277233096
9.28129232385061,8.0640627745837,10.0180932400046,9.60052407139032,7.42174056675154,6.48418887124547,8.66258027958669,7.69545199441062,9.31037175346769,8.93546327894267,8.63949328190257,7.45470250675179,9.54342965421203,8.57739046223691,9.83664566392906,9.25091594965546
9.39743756915835,8.44963109675614,9.83947280078522,9.86491542520542,7.3824683138004,6.15350621912351,8.41386409610943,7.30643410029542,9.1611251234651,8.80381033398437,8.98747476220104,7.14022724261642,10.0713692640727,8.28302907603641,9.67150781519523,9.6941678936824
9.20833915303361,8.18497214452302,10.3982760849358,9.69497880124048,7.17530737055021,5.76247791761876,8.60517275195661,7.49505150794701,9.36249171932379,8.89382207138295,8.32298486372087,6.77933603346041,9.88674379382921,8.72367319377735,10.305821114278,9.6393199896287
9.06633471236203,8.34003479941078,9.89508102795208,9.72328327659573,7.38391796002656,6.46625256501979,8.59362591415594,7.6860603408527,9.42668269927278,8.95790971180065,8.5728667421244,7.40826309636093,9.65004433199062,8.85754941744053,9.60641977147222,9.2798309714172
9.25280508417852,8.21678231610355,10.1159818005003,9.69042126121699,7.28080126403041,6.32138242364889,8.37073757280553,7.7197503692422,9.39266410582171,8.63417962074099,8.59921399057501,7.11944176663259,9.92698632348349,8.74933036725941,9.95439429907137,9.46635906399251
9.06843993825122,8.22230638706692,10.0970126974466,9.86970415070938,7.48246631492186,6.7746506494921,8.17571339147569,7.64866575762983,9.44406619901588,8.61549152917739,8.62885106001664,7.57222064812317,9.7361124714697,8.6259667794807,9.57778932026233,9.31272379480084
8.99748177716445,8.54005459871227,9.77335868502032,9.57992223649118,7.23465370176867,6.42614804802345,8.25509164591825,7.92249879132908,9.06633813435823,9.43175657077086,8.65965320294593,7.67570086111456,9.23878338269447,8.40448610401733,9.68960783709465,9.7646935061356
9.32811568597776,8.41313191222836,10.3259216769732,9.94870109157812,7.27164268710665,5.56828822516503,8.29227405008956,7.48172041047535,9.52833259258155,8.69010800480717,8.97333097844323,7.3195187602448,9.85890487781551,8.6400007041384,9.86091151095449,9.47158136309741
9.15533024265772,8.32719233867222,10.1833678038069,9.89346889231581,7.42711162565784,6.37155624229334,8.33020159407603,7.72161023439191,8.90356199498535,8.67363099594001,8.79238743591287,7.35859682919255,9.89797679787333,8.69327918269238,9.62760580352341,9.44322244702481
8.90107289999414,8.55530469974078,10.0414763403527,9.71503424240317,7.36958541779945,6.65407096725839,8.28572472548843,7.86333313282103,9.36972535151693,8.86098586892662,8.65121958432999,7.71369826754028,9.37174692046506,8.81144920825221,9.54022496617944,9.35580392523479
8.98064655955029,8.43547612479865,9.76981785557188,9.64550337370543,7.25919881842613,6.31106173151077,8.837648972194,7.5241410413045,9.36739114091782,8.86437397842124,8.79911748118375,7.25509672365851,9.73260341857772,8.65702270299631,9.62142639200062,9.45677670790763
9.20517985836001,7.83389385831151,10.2103950700852,9.6374855181228,7.56230773590593,6.060749773808,8.79421424005963,7.71952322056813,9.46686306669007,8.48207344703694,8.45774075897757,7.15571811097509,10.1683728903644,8.68323357697474,9.74187034944079,9.47462560239714
