ref,H_1280x720_dim_near,L_1280x720_dim_far,L_1280x720_dim_near,L_1920x1080_dim_far,L_1920x1080_dim_near,M_1280x720_dim_far,M_1280x720_dim_near,M_1920x1080_dim_far,M_1920x1080_dim_near
10.2293357426556,8.93986207740223,4.48861012878392,2.90116207855899,5.45614310118352,3.46250221601152,8.35933519061186,6.50793390708301,9.66817011996459,7.95172106024325
9.54141063155867,9.01001785594119,4.7480284199561,3.65104797278908,5.13440065292777,4.50153788060617,8.25907805607997,6.53352109296628,9.51673160251408,7.73848037587099
9.7657040911734,8.7792338819279,4.93426959149027,3.6080191116257,5.01910765528747,4.11269458133725,8.54988587764059,6.52774178281612,9.38674137629811,7.80757345310052
9.60528856090862,9.15021886966508,4.91163621017994,3.54744113397197,5.20893399738437,4.49997365539851,8.1418647889269,6.47578892852069,9.28896022068077,7.86865746436514
10.7225681709062,9.11757960223084,4.76116338333973,3.12696303879506,5.05703247343125,3.19002360411673,8.51630732824707,6.39099187094293,9.44377641578374,7.87396642911675
10.0625938014484,9.64939031019155,4.49803152522547,3.11317378514022,4.51062444123143,4.31595669105572,8.45873712177659,6.20940643468706,9.66185357234672,7.91274702594944
10.0706505158068,9.07323581791548,4.08391412379015,3.37658173706991,4.94969039238708,4.14302223673907,8.20511544630086,6.51043848975097,9.59171379865806,8.25255594643993
10.3670310699972,8.88105675349775,3.78934288440133,2.89943579967203,4.57714923146526,3.09549667427298,8.77562523628694,6.76957089871705,10.1768194266261,8.64813957892076
9.95240977577016,9.57235666316583,4.2117665178881,3.85553261787661,4.77066888275284,4.21150470795313,8.52806675866192,6.2370126354792,9.45243139558163,7.78231551028449
9.86351678442981,8.78311357335449,4.76234875446292,4.53615129139571,4.73680381046367,4.62244332422315,8.16357076800537,6.55842817676659,9.09810073061909,7.58945446943921
9.82539707757551,8.79099979472375,4.41724285201141,4.01813555360898,5.44208771020521,4.47418923561602,8.06861785018584,6.53235425007539,9.36837317245041,7.69998082080139
10.2451587197003,9.35769905120335,3.77828085000088,3.31358404814599,4.896908552499,4.04694080153356,8.26754056700636,6.53656076254276,9.57329386519843,8.08511745645593
9.96705865304705,9.48652870802208,4.78302335073194,2.84975514231581,4.73838490531856,4.04248505128047,8.3651551767737,6.45482845378372,9.66108488842164,7.96208246722764
10.2470768234958,8.85234344272742,4.52754838303284,3.49057914830108,5.06356830605305,4.2464104247496,8.39654070427694,6.41546130242638,9.52029980427394,7.92451791120471
9.72615125329893,9.11684873840032,4.64046719001122,3.71322407090503,5.16658086711212,4.77252476717182,8.2436310732348,6.47151287398743,9.14055031449193,7.65911092392562
10.9962510385066,9.38920834671932,3.72376967983098,1.98412210595682,4.81738573876717,3.10163608334262,8.86716601280764,6.50310118442366,9.9914186488373,8.14467647246735
10.5686551909703,8.79640608396952,4.23108129205868,2.92579497145279,5.77223160369893,3.87146780846803,8.14527418841157,6.5587151315679,9.54145521592843,7.76662112271808
10.1340626247297,8.99011533601031,4.45740661059159,3.74893532811586,5.42526513143296,4.29032426662593,8.2792079229828,6.51048815413674,9.29252554999271,7.36472240320843
