H_1280x720_dim_far,H_1280x720_dim_near,H_1920x1080_dim_far,H_1920x1080_dim_near,L_1280x720_dim_far,L_1280x720_dim_near,L_1920x1080_dim_far,L_1920x1080_dim_near,L_3840x2160_dim_far,L_3840x2160_dim_near,M_1280x720_dim_far,M_1280x720_dim_near,M_1920x1080_dim_far,M_1920x1080_dim_near,M_3840x2160_dim_far,M_3840x2160_dim_near
9.16047068612691,8.38659238554795,9.60960380548341,9.47375551204093,4.62032290723932,3.58933942867023,6.51157943350918,5.58803953015271,8.69062071744732,7.09469867845558,7.26599775858478,6.54510873675635,8.59599599672666,7.48132221255567,10.191278230755,9.36275621924133
8.9011692048148,8.50303116209179,10.1224884258752,9.33965327769077,4.28290752579688,2.96018662767352,6.92640310412271,5.43214669856323,8.72028891183138,7.41538964400492,7.47563772136009,6.43577474563379,8.80449613571965,7.91307179395156,9.8565110535393,9.43168152680451
8.91418874615956,8.10250145191021,9.67539819573567,9.13945825919954,5.08673963488321,4.00297945582267,6.55880498387036,5.56854103349619,8.5596172058851,7.17006346347179,7.53742193131596,6.42154220883266,9.06828378823424,7.8387130381628,9.67893103648751,9.11487867291968
9.1679170856161,8.4796364909597,9.33786011548536,9.37140954775059,5.19479470376521,4.10536118090668,6.62242589060005,5.82787579886065,8.6552680654463,7.08874617181791,7.73322494043267,6.19017845147405,8.82749821375313,7.57711372843687,9.37919655737704,9.18688441080306
8.68508776853854,8.17425247793524,9.38227439998646,9.07047825978965,4.93272289238856,3.763668146476,6.69251631151101,5.88676476865791,8.45970506437999,7.42708276543821,7.41518494927656,6.58510705682371,9.09959445796183,7.93111223728025,9.98456783098816,9.52151200016893
8.64328555142136,8.28108225319492,9.48813519752624,9.27573265620629,5.08206237463178,3.9113949519205,6.67424834586003,5.51939038150639,8.29772089448171,7.26047582002777,7.69758291034384,6.71832440499048,8.83485421380134,7.9110017504811,9.9155398388,9.04749572334714
8.84161647907562,8.52683762500335,9.81826936062506,9.18436193997017,5.36028131344866,4.30066993506598,6.96077156216453,5.56872624357968,8.56453944464204,7.1219578759417,7.5653290677837,6.32312336521576,8.68522230209601,7.71198182181593,9.46466182461308,8.78038902031165
9.10562047051812,8.44731110471073,10.1261717664392,9.32248271104191,5.10615997528664,3.17150029565361,6.64950021047445,5.23919521965694,8.63624582878035,7.04759497298802,7.52414226156496,6.31498418393068,9.16395598620308,7.30461221725665,10.2128775164166,8.96059152013316
8.94789171267611,7.91713726289841,9.48818458515844,9.36532213054678,5.05554079426933,3.99167224935428,6.94109126207442,5.78089945703606,8.63708569307146,7.14003277860024,7.51924731438302,6.10925653265007,8.76853416235239,7.75354956398011,9.78158113246278,9.20369260568542
8.36079624330317,7.73294011442097,9.10578574576953,9.09293528595416,5.00647329274789,4.39494257642152,7.16097268559942,6.00770121215425,8.3739110172116,7.67036186594383,7.66324449224723,6.56322668276468,8.89038220072616,8.16037404620032,9.32331672030917,9.43566709322583
8.94620064659882,8.32982934909728,9.58839916044731,9.52154095316156,4.81878155681537,3.47347431203871,6.62128444472996,5.73608556826375,8.47663201299052,7.44641301967397,7.17978023532675,6.60443992494029,9.02970295938815,7.80444540244463,10.0636560987078,9.08439153030309
8.76369796213032,8.29074980199341,9.45271395451765,9.27703826964911,5.19669537795694,4.37224430317606,6.74734030086328,5.64856358261003,8.54055453597856,7.41277612472728,7.48402295597038,6.42540608318463,8.62140028466717,7.77408124376578,9.6451758141639,9.09032973934745
8.69974041117406,8.08027411005192,9.5546059676827,9.30582046219098,5.09163295474349,4.29294045648517,6.71533137020401,5.87263841063613,8.21910981501771,7.34281212174625,7.3805992378811,6.57853348797113,8.66909572473755,7.9184000865921,9.6119821397208,9.22660379724187
8.59801750631881,8.13319110622883,10.0755113481282,9.16006862826239,5.43428862685307,2.96026614975172,6.75940056889445,5.56477251684026,8.4987518080451,7.15166324275687,7.23227561642846,6.38881930290987,8.94362072494371,7.7233197257633,10.052396576723,9.55207049828238
8.68870281788278,7.81452312836831,9.21881199074748,9.32676311981771,5.23224230702521,4.15255099514188,6.69648025222903,5.9435582841328,8.4168107360906,7.38848159386589,7.63486927782914,6.40980853474801,8.86854250744239,7.65448738132778,9.80904266767124,9.33553629178968
8.78533395213357,7.97831685446642,9.3043826241934,9.0335553486612,5.35523786945986,4.30821683368109,6.80424289099868,5.91239350037901,8.52158256159955,7.33969596121162,7.50376014347989,6.36866083147605,9.0753905577019,7.62922768006824,9.58828884065772,9.20177018132601
8.87029866403038,8.3432854599364,9.76681805338081,9.03992176928365,5.61266656530898,3.72118660701752,6.84728856948843,5.63305371911624,8.72906359347874,7.09853870275777,7.35604519393844,6.44807121119762,9.07752598374601,7.49719517191987,9.50742793992883,9.19775626420003
8.39337722799683,8.41212119125223,9.52539321879495,9.05649107524843,5.17141452278934,4.5271062404342,6.86726889194024,5.92720445527837,8.24466949474035,7.42300048902627,7.46909124494531,6.64544186777596,8.68338500481438,8.11952912005584,9.38291131667315,9.15508713921235
8.98084227610618,8.16899130759596,10.0003189333477,9.67888379377232,4.98608164414911,3.10857240713669,6.37511093277186,5.21191455809801,8.66195761919937,7.20160413803542,7.67556431082345,5.93815328614606,9.48729012915648,7.94319505824925,9.30432455888946,9.51610912172107
8.79716118689402,8.06918456866157,9.14932085847624,9.1668870700252,5.11761644243618,4.89336671249342,6.88119051040695,6.13481179376309,8.37283884802244,7.20996494074083,7.8051729698036,6.58215228083995,8.58615031758829,8.02607036869029,9.36243472111183,8.68985369217417
8.83309153207308,8.1376317889403,9.5011234855974,8.97348112020872,5.43291447527551,4.22946833586726,6.7750208329312,5.86158392169054,8.53500295711823,7.31532913097089,7.70660633143037,6.19139141593536,8.81360314616836,7.56699259468188,9.48558975937284,9.28333707819852
8.85857717143024,8.14255427797654,9.69524400888648,9.53720282037107,4.65351822337348,3.74419501421054,6.13216931703351,5.6363663781604,8.33037241062178,7.30755288053782,7.67185717630942,6.34230028728927,9.05398194340196,7.92589530806787,9.79093783082438,9.52495582712659
8.78290988057798,8.15553859961329,9.33348430079869,9.24673452478678,5.24927727801836,4.39391071441059,6.54527256086278,5.99097895154763,8.34251245749362,7.1285810929799,7.28989806139884,6.36444341358362,8.87413723447115,7.81538404418321,9.65780641608369,9.38093187045386
9.17280893081846,8.37074737719845,9.57646042571688,9.45503481090436,5.07995214730706,4.10343687839204,6.42308771136052,5.50226610158826,8.56004904752142,7.13954267474907,7.60116285561327,5.97896022897709,9.04438047228392,7.63032219401309,9.60289612438974,9.13904278169383
8.65716243051411,7.64254843452083,9.002326788695,9.16833064860609,5.76970689772488,3.17454171766462,7.23566006029852,5.76058919878534,8.68306260408751,7.46936283646818,7.75409369312502,6.23655976975294,9.07527629649334,7.72526105572529,9.94615674504259,9.35478140212388
8.25760235386442,8.02148874116615,9.03110815757894,9.17793862509092,5.32395410284149,4.21352689412475,6.85423327634852,6.11618857087334,8.37778833616858,7.55540959610344,7.62568231400297,6.47292496433233,8.61428797045215,8.17579384940156,9.49605607945364,9.5912920628723
8.96234693051075,7.97938201544216,9.63479842735903,9.32714421256675,4.7174064035312,3.7261429008004,6.95729161424374,5.62741064413685,8.65157227735862,7.60029484491808,7.36649851630088,6.17940345782752,9.20626697382533,7.78845212536725,9.6865369460056,9.12193208282232
8.59569757975673,8.4409502112663,9.46585135106604,9.14397449098623,5.1316352304411,4.16089598224796,6.73792298582697,5.5008075786159,8.44618660256823,7.29993010518904,7.58757105461315,6.71681063150297,8.67678388916132,7.89358189386447,9.8619770373562,8.99590947643426
8.84010847020025,7.7799664111666,9.23891707504028,9.0832257925002,5.64491449543554,4.16737768837474,6.90720898793534,5.81978258263536,8.6220331677728,7.24929515440635,7.84728460931524,6.11416351057112,8.76635862669357,7.66107515090126,9.54373621632451,9.32415862187328
8.63582328566377,7.80746124110517,9.36033494832943,9.17404752717201,5.26165492388509,3.83042330699695,6.53416893454098,5.85337734317806,8.53022657183881,7.30462453262492,7.65558144352552,6.49829832955258,8.88681605254316,7.77443984849203,9.90938653452645,9.55325764740451
8.60880335808345,8.14862375710369,9.96384385724696,9.05496768594486,5.04718244099889,4.56163361008725,6.83387313775926,5.70082435260292,8.4925146746072,7.43615747994043,7.47712545319819,6.22295773303083,8.89924266128929,7.80812779864725,9.63141861343023,8.87443547666882
8.72658930984476,8.31525450421218,9.4680263093736,8.96958648435551,5.27596665054154,3.711236711234,6.64127082732161,5.90788712866231,8.3310730411628,7.46388332403855,7.63129736158075,6.64017095248924,8.65332452794659,7.82241043301311,9.85384764661509,9.37332259576311
8.73179137688169,8.10609604351205,9.47678817296391,9.20756479116078,5.38479611256384,3.49209304803577,6.66662174886926,5.44506633221308,8.37662462847707,7.28728350859545,7.62225294822951,6.23131259302912,9.17255558218287,7.87244721597004,10.0515641709872,9.42812534928945
8.63104744009959,7.87372744615907,9.25151850859091,9.30898570422569,4.93598559576803,3.8528601191004,7.05244735198299,5.79279681122947,8.53022934884598,7.31824852136848,7.55473692384936,6.2923840782374,9.40265711839579,7.90813125278032,9.56096139841963,9.46250387597265
8.29486869394638,7.70070730502667,9.15586721320617,9.22037508270831,5.21796055607844,4.00233622733718,7.24948418384464,6.02492086346568,8.51941622626723,7.79113632294543,7.64013732059513,6.33118220683255,8.96007655271426,8.02168463502185,9.53335007431754,9.2955747666273
8.64673216717611,7.95558434025075,9.53548667318687,9.33671874637196,5.05079449528653,4.23457356413783,6.50464099575341,6.004885030132,8.30787805085065,7.48452853577371,7.31733689961327,6.36080698383926,8.77270722322466,8.01201328569971,9.68494395917413,9.38767965047213
8.63375015159665,7.96180895359032,9.51878479314253,9.21863516937996,5.3340384141335,3.86599726002586,6.86188737087758,5.59913400278619,8.65340932372222,7.16596353227223,7.68768314836709,6.38269753486888,9.07745638303034,7.88186356167602,9.47489876501261,9.29708814926178
8.61543805679626,7.80132517860535,9.2680993219819,9.08067198982387,5.62473637119922,4.53660023821508,6.72147828378759,5.93744751586132,8.40157909170369,7.09652736112234,7.77917095142849,6.40276000616923,8.95390052584847,7.83857498687238,9.35384974496183,9.19140548940074
8.77911631697491,8.08695187139938,9.39652759445674,9.23592081908544,4.90970756110386,4.33411733781031,6.86405117366931,5.68056006891039,8.59861521786959,7.36640728378934,7.7777812640283,6.11877505590767,8.96465950673503,7.80551973187231,9.45967347240712,9.37246817783353
8.66076054714476,8.35951517912835,9.85906153460138,9.19151425396132,5.52956305914145,3.87716106832052,6.64385582046104,5.63090372613319,8.42747202199883,7.19488947667894,7.53577675267945,6.54704639323488,8.98404152450103,7.78103908513748,9.64201465589319,8.92742348356905
8.6875317482006,7.69751737454468,9.48072335200542,9.15522472480803,5.33303947617586,3.96398987078767,6.87044698557011,5.68927208972101,8.59468627919863,7.38314617224981,7.43659753069505,6.47931646222335,8.79561105608925,7.80238574054588,9.77661213799142,9.32977176337616
8.68828534902252,8.22590681685131,9.24038299778073,9.27585561050052,5.11444851507975,4.16559291533305,6.64514329229086,5.79820905675375,8.43033422526899,7.60648090972994,7.79538053691736,6.48735854522276,8.89927041644164,8.08182846716813,9.16696649482003,9.20706753563261
8.94092311785498,8.06813590154785,9.40637225285711,9.27934626307774,5.08265425546468,4.26631206923318,6.71577611936979,5.95579510800777,8.38687206753343,7.30522767362579,7.6305468955578,6.43012172894655,8.99699223968253,7.74505254099243,9.40430368781687,9.21765141491162
8.81939768537322,7.59217877947605,9.81812255539781,9.34348863045112,5.29535565451184,3.05187363356272,6.60543505187546,5.34963153990517,8.82157762258994,7.48733510535211,7.71766855391668,5.94358665044734,9.06510431386096,7.86623301591199,9.93775450251899,9.41951952068336
8.91746659937565,8.08067967580029,9.38264631014823,9.24869416736655,5.53338728406484,4.56272904821882,6.60766876922486,5.85047814566132,8.39879171276208,7.39875163336317,7.26466786539555,6.39592871803857,8.97731780691064,7.71157592655431,9.63766597006416,8.90419816796544
8.53599725725736,7.40527103053464,9.31245776102712,9.11832590139984,5.12867724310723,4.07518106252098,6.922666353791,5.79779659758304,8.49600704061158,7.6913734907096,7.89139517036556,6.16961144324686,8.80705545255737,8.04483483365259,9.63806137817465,9.50792987737115
8.70580615502655,8.13359974493442,9.73705592477586,9.0729203634986,5.19966672782675,3.46336578652797,6.94704397120588,5.59996710613025,8.60344943654634,7.30015194505035,7.39889260876449,6.37015290239258,8.89494351776476,7.6358475758646,9.96258283671339,9.55127895265656
8.78353116475508,8.55794680633438,9.78106120113514,9.40457204605558,5.07301375390567,3.12872135927248,6.63988574676929,5.57544403313417,8.51508833209081,7.22459419956477,7.62938214703095,6.6011043478164,8.90252801329712,7.92679394299389,9.76442539675545,9.15494550494785
8.65265380764482,8.2029333779986,9.54419583433611,9.75369205755343,4.66286162894116,3.01491081956323,6.34983374452727,5.46831074429413,8.66374083933939,7.51980533174976,7.33409579643319,6.0927515496231,9.13359781904076,8.26714824374962,9.9394761199082,9.84798787513483
9.03330059086549,8.12814187990829,9.43528985608923,9.31702905044721,5.52886205156374,3.8414682711256,6.60788516474519,5.64606290741492,8.70304939248599,6.75287661878126,7.65261511445109,6.07911213878741,8.98642791299603,7.39295424463021,9.77413342027142,9.34486297803299
8.53666280526819,8.07079499027905,10.0933801303079,9.09183379981966,4.6186565565799,3.74611128181982,7.02045853793945,5.36704817210453,8.51794845921219,7.44294569895172,7.39770072468544,6.34710600649296,8.79490684637138,8.02852341884714,10.0660800854434,9.36788814253855
9.0084635481689,8.07175004990285,9.22448604879611,9.40105121566504,5.07563340713798,3.83269371695005,6.42438636174643,5.63991895533401,8.23552396849815,7.23516449560643,7.68630520234335,6.36730057133211,9.03778207178821,7.87227463695308,9.86766212525656,9.27630843954882
8.71553757572197,7.80775363602206,9.59046181722007,9.54805809007728,5.30043029177859,3.76805934724938,6.68376238094366,5.48176567688578,8.35841928854871,7.18668845021497,7.52333453090639,6.42655990155145,9.16904219332604,7.65035453229179,10.0982035565273,9.13213299807252
8.82872691672664,8.0426761429299,9.05252537187065,9.32073024406464,5.2017149523149,3.99946610919568,6.43916489279908,5.94292198411365,8.71807811350596,7.3653066946482,7.54395614089152,6.44008244795928,8.98056807659031,7.7821095170691,9.71747155866845,9.27101632553812
9.00493349720567,8.49324672346915,9.7962114033742,9.51022672012498,4.74237860578203,3.99395126149136,6.49054406027847,5.49738832929863,8.56521616507982,7.14753739965116,7.52263837135757,5.91790819455879,8.99963477493854,7.70878204671629,9.80685262342477,9.17690043888788
8.82388631095554,8.08796302418395,9.80416287046876,9.27814069048835,4.94472296544044,3.71150731668098,6.97200591499671,5.73289742538315,8.75240249172081,7.43721024217841,7.41209561045479,6.27375722413888,8.64657850371718,7.80824029792491,9.77877494883786,9.18852562599902
8.59830187688411,7.89516682307697,9.13182531213574,9.34329028160121,5.02544432283389,4.32648843957805,6.71711000861653,6.06996244199764,8.52351488631633,7.67200649787044,7.36668915528366,6.11554048502063,8.82619199631814,8.03427637375312,9.60520048638769,9.46476651233159
8.48254214433365,8.24384337943157,9.32848135555254,9.37268363557717,5.16987842336819,4.03879451068481,6.6748777194491,6.01762088737024,8.23378302427782,7.379302488922,7.50143646435169,6.55115538971378,8.476137446017,7.93754277874925,9.761861587207,9.55788276197575
8.55766762899804,8.25639912258569,9.51796654296855,9.14308326820453,5.35478588359527,4.05516355214583,7.06388476017574,5.75561408791783,8.38882016716486,7.41459841561043,7.6625822734193,6.34837353992069,8.80208583492503,7.69158206009263,9.6189452744293,9.17044886338142
9.06325392100327,8.31184816920895,10.0368610197022,9.53171670980862,4.62889700590528,3.1469724564116,6.85265751520349,5.08258416050803,9.02141704910846,6.98015345642159,7.51032753767334,5.57414296642433,8.8900899555478,7.65624019470556,10.24581265666,9.47471908291307
8.82584187629605,8.30670201400546,9.5134696853627,9.38791252289402,5.1596071681609,3.62552750463432,6.51234018828042,5.51976074476899,8.15338267069113,7.22162397141407,7.76594643473277,6.60077534738302,8.95408524596292,7.67921840322919,9.94479561352457,9.08730604682971
8.62453517297168,7.98960306173807,9.23356470853754,9.07132914684823,5.16290694803717,4.09520817080517,6.96079923034621,5.67699904307638,8.36846505833309,7.45159924081787,7.60691236863146,6.5977658855389,9.03040558841752,7.96066915531024,9.73494050698452,9.15047435026735
9.00592711897792,7.88984920483967,9.41605462260798,9.35157124149964,5.03570842026785,3.72828391266409,6.7041582431687,5.6946140597178,8.65351279650067,7.09619396482465,7.63857016785685,6.21233554642363,9.29082432969237,7.551993369109,9.73083006708772,9.35814735648672
8.72905291950466,7.76259054694788,9.39602672681925,9.47205336511912,5.10181219944381,4.11329590198744,6.76561729336437,5.92473069607016,8.43262775418642,7.38576716914502,7.56714484200596,6.21465152913289,8.85112758993395,7.85504307946081,9.61644424831786,9.19214512082979
8.54188447318765,8.17730765037507,9.5710868848735,9.05355442706963,5.25524432617291,4.00053733037239,7.32931675722054,5.50376267194123,8.43966091933351,7.16211346927214,7.834625879064,6.58525851702992,8.78547762187304,7.84926437526863,9.49813416041242,9.28319652082471
8.94318209118704,8.16068719142092,9.67281168838985,9.55648590007322,4.67184935564234,3.62018625036595,6.47532435082117,5.5469894508894,8.47072990282729,7.36320956612024,7.46729773843703,6.39621590213829,9.09107109098304,8.08461015057163,9.58558449716903,9.49156265743652
9.14184658766141,8.38877343962267,9.79167387381576,9.09228441331842,5.11025064728324,3.73837525831097,7.0310069805705,5.4828176338613,8.64844753674804,7.02622542511308,7.60772470777875,6.44701295998789,8.66369055441908,7.42034199437223,9.86943853743261,8.96522529000615
8.86489462948729,8.21183280277861,10.1618730561593,9.26570395655462,4.69438339436482,3.62602107843044,6.66039378235997,5.22532079774634,8.58418480982618,7.3242127057291,7.33594417731156,6.18283782056857,9.01092181310286,7.49089028677821,10.1402978563921,9.3807271657637
8.93051751639056,7.96117302746823,9.48351238404095,9.35206991879244,5.59979163662001,3.63771264844817,6.66848664140385,5.50705840364548,8.80588214921662,6.99602665536954,7.56185232912322,6.03027769872031,9.27633365048215,7.65446748936024,9.66573453444482,9.24882481088479
8.89208754977794,8.05786410667532,9.26908673808416,9.42660785673019,4.94853746807674,3.89614138533647,6.87637087695034,5.56213701385351,8.54340746592667,7.40692716805635,7.71539765468642,6.27812483361405,8.77351364178358,7.96867911633987,9.71183283451244,9.21441400971505
8.76745698229251,8.65072134101465,9.79400308554063,9.25822112579471,5.09037044317884,4.32306308037256,6.4750378766324,5.63681206759899,8.42507104931107,7.21556584911601,7.44422960086849,6.50488120464469,8.80387129910791,7.77263098843666,9.6688068160879,8.90190745095432
9.03034722087528,7.85535161520182,9.80647461909096,9.36376664182515,5.42766076224456,3.78232076048886,6.60237713662095,5.48742536153941,8.58969966201451,7.20500020007972,7.60491247734283,6.24813385985466,9.08338976216406,7.7680904335322,9.77314893590267,8.9399007446219
8.96764351594374,8.38900019207933,9.78366585650234,9.17570930489851,4.79816092604342,3.30427692195463,6.84111081629228,5.56965102545513,8.55714504810657,7.36868327790882,7.4417914942355,6.43691463721861,8.99019363404063,7.7117487225612,10.103815219997,9.35175574034583
8.70017124228626,7.64107698174418,9.04162609091004,9.15075917207506,5.51882729801946,4.28740761251867,6.95563572453285,6.07073507159626,8.3283830653463,7.69859315817273,7.53559758727451,6.41943572896957,8.94663113773256,8.03146549395305,9.39495140760498,9.24390664296595
9.15875623009838,8.22724561776417,9.74131628417705,9.48001510880576,4.75195367936194,3.26261771121108,6.43158032808895,5.10770842698565,8.84750299414466,7.31359686649328,7.60653089224496,5.75676513143683,9.01503624569599,7.81064713343121,9.92704757276506,9.77656081292492
8.84168639201853,8.06161746367283,9.37877803707056,9.41969399310163,5.40023600768063,4.25653124965847,6.52084159209042,5.95020656412273,8.33586649478101,7.25343386183887,7.42348882599087,6.45975809331763,8.7861299223413,7.7711409307146,9.68023766698884,9.0363253154474
8.90529400743591,7.99040767377043,9.76910230544689,9.52476782041779,5.40783494852395,3.42388375605421,6.79151187909496,5.53405988835859,8.57683332196048,7.13932623928767,7.58244421643494,6.20016797649747,9.04248493540109,7.66660081129174,9.72038140085805,9.05240474097555
8.66485740790114,8.02823547356913,9.41844617941332,9.11484262146619,5.12159774144662,3.93153051746749,6.88049917282155,5.62001463911613,8.336520188528,7.44817911507322,7.61992912384598,6.50454357355339,9.13386027081683,7.87045725191023,9.60958289131167,9.30586911529604
8.64448015505046,7.84859993267293,9.64472972063395,9.01035216827039,5.73982527914312,4.39745101869468,6.80176337709383,5.81966567776461,8.44921262058138,7.29577632786869,7.59209455505827,6.4691930644546,8.81188592972172,7.80416527093383,9.66491270902758,8.84878027123034
9.26811489248264,8.1056739651228,9.49090671632615,9.42254537618568,4.9539244695627,3.75124285910503,6.80039655663446,5.59973579337437,8.44452729802332,6.86940956963478,7.57644828961501,6.6350373977657,9.00226661401326,7.22634979997822,9.83546346055822,9.38450813398658
8.76579485072513,8.09580096072598,9.17742411886042,9.45509713959434,5.03322707524267,4.24855648608161,6.62336993841878,5.59189567516725,8.45759532541463,7.55258947997372,7.69914914273499,6.36471069277735,8.70266877533593,8.01163222121117,9.74547148479399,9.12128880475978
