H_1280x720_dark_far,H_1280x720_dark_near,H_1920x1080_dark_far,H_1920x1080_dark_near,L_1280x720_dark_far,L_1280x720_dark_near,L_1920x1080_dark_far,L_1920x1080_dark_near,L_3840x2160_dark_far,L_3840x2160_dark_near,M_1280x720_dark_far,M_1280x720_dark_near,M_1920x1080_dark_far,M_1920x1080_dark_near,M_3840x2160_dark_far,M_3840x2160_dark_near
9.58127202803972,8.3776524514267,10.0407379291794,9.73299300385082,5.02374118461429,4.52376913719314,6.25512442437014,5.82217681714925,8.19200355117429,7.58870547948833,7.81892581737895,7.34261751854619,9.23933316139999,8.90456262188121,9.41614655941123,9.80859117279433
9.41732314836073,8.25367865345312,10.0957044826244,9.6202336603525,5.01172481273307,3.92146659812518,6.26706372941678,5.73880163014907,8.50056093806971,7.72925280436235,7.87340158443574,7.31549074356733,9.47210092150456,8.72890423714856,9.82809722526312,9.91339265071919
9.51308096835349,8.13127086627849,9.89654338715482,9.6725799698738,5.12612281920389,4.13122021099863,6.66605110546351,5.99956945459495,8.36171756711856,7.45958260069468,8.06586382791954,7.30165932284554,9.41981116459571,8.56201459961109,9.78566991620547,9.61193415619881
9.32193551365525,8.54657626532051,9.66966902231527,9.58230470962267,5.38045613551924,4.37104301999713,6.30416971408969,5.85510211890918,8.60496699151208,7.66102966155792,8.0265995516307,7.23544817194361,9.16315865265965,8.71649859353674,9.71919250749357,9.80310009040111
9.97854683114019,8.17044708493303,10.496511136452,9.88424930231066,4.20930152187212,4.17099163136509,6.64816355149855,5.41356871477996,8.14567540038408,7.3281325537046,8.10330865912889,7.325665008746,9.59265160846206,8.29573904453552,10.1731104445474,9.76531766338746
9.91664050806503,7.91123286996951,10.5377505405621,9.75870967130784,4.5324879751783,4.24819455945786,6.04821179866812,5.5242375724789,8.21390437304276,7.4852329417431,7.86616430014625,7.19417716437904,9.81803995259958,8.12826722924448,10.2018930725837,10.1268456401063
9.36743678806708,8.16610456999124,9.84295922130936,9.39052444153464,5.08593826068881,5.0019227534691,6.70624541231717,6.35250562169231,8.34034329582298,7.3642160742173,8.03607128246268,7.22135039638808,9.27048583179928,8.82882872092009,9.45588601917481,9.64117110796849
9.37134359159253,8.38061860140803,10.1938423135324,9.82755213734413,5.05759004629197,3.69933793151461,6.66388108732976,6.04146445264541,8.37668511543089,7.12356334712871,7.98080904112845,7.34683453549916,9.61831850861317,8.91830608538361,9.46218077811761,9.85453718975647
9.63518516440408,7.95200897742701,10.6249585656548,9.76595387614476,5.22240922951069,3.86961213157815,6.42099346161606,5.32238464056257,8.33871077963257,7.68691770255069,8.12975983167494,7.3522906320777,9.41325821319136,8.73961675597889,9.46890006245394,9.79093015803266
9.36290019669614,8.10226342250645,10.2471560083075,9.81820291854488,4.61644268542807,4.98992919109724,6.19576042310463,5.71529142977739,8.19927378658242,7.51115282217896,7.89892848692085,7.47561525990145,9.39170310771418,8.58751740926918,10.016252389898,9.60887753686908
9.71756741142753,8.42909972374946,10.1342531772753,9.8860955157616,5.21731730634467,3.13578620253428,6.60289526139075,5.71632904283112,8.41433233683144,7.22140934442197,8.14272762582063,7.5720746273139,9.74331189211741,8.44861883879753,9.95711404488411,9.69331085981686
9.65106741459685,8.04917342068136,10.1079582322017,10.059967947534,4.46944166987991,3.86616576561284,6.27510326172724,5.68282953970112,8.20616753662863,7.50284325181674,8.00076752506971,7.06988603669988,9.58894052144504,8.69211990590744,9.9547241908528,10.1685361771554
9.17153308524115,8.2748471560038,10.1292920219284,9.44012504848538,4.97555671867634,4.74351597893057,6.61348103097205,6.12236068310551,8.35636668419352,7.54003838311714,7.73365694987556,7.44188499469394,9.46715500063508,8.69749642166747,9.72778183670688,9.59918577774482
9.55604337482831,7.98864575124394,10.3709924122329,9.81639644022311,4.69841022222209,4.75245221743152,6.63459022290436,6.10052643705102,8.11827238480904,7.74334974534083,7.62900643453212,7.26604962273955,9.09997741858897,8.30905665581093,9.63035960053136,10.1474162818492
9.67118839098174,7.92001457801957,10.1617174828909,9.50031185907663,4.92595564266271,4.3867305497847,6.82955099745238,6.05942892588675,8.34777178937341,7.3916079930596,7.94790358082039,7.30146752928999,9.4361414143579,8.79320346226416,9.45113153414474,9.70342051561619
