H_1280x720_dark_far,H_1280x720_dark_near,L_1280x720_dark_far,L_1280x720_dark_near,L_1920x1080_dark_far,L_1920x1080_dark_near,M_1280x720_dark_far,M_1280x720_dark_near,M_1920x1080_dark_far,M_1920x1080_dark_near
10.2443794596202,9.73445317371573,6.71540132147407,5.12537022288294,7.90547739127316,6.72951945928721,9.62172369536782,8.11147085935829,10.4946664766748,9.14042903988822
10.4774653335614,9.39609581905237,6.77422391475245,5.11544648339644,7.99228816824638,7.21643728365872,9.46530215258796,8.12594337390185,10.2273201202278,9.04943661301919
9.85164708073668,9.36133629170487,7.11009767718472,5.94343999961437,7.85760131365977,6.84246175667434,9.51597125041266,8.22162054454383,10.0842873839857,9.04297864331765
10.0836900633636,9.25478755695775,6.98261973593588,5.57677798810199,8.14099289062391,7.09237846259316,9.48437876858776,8.2764000912611,10.1276045068131,9.02421413793036
10.1899069787375,9.48495370116756,7.09521345445601,5.5302130582994,8.00869440471431,6.98874446719554,9.56290798239905,8.10034358395088,10.0494155206765,9.04421145162355
10.0504126838711,9.40080691934396,7.02507152178675,6.09376742291971,8.0099233647863,7.2066613854258,9.27042314417148,8.26010797623963,9.8192810228016,9.16222340104881
10.5405176622164,9.7339230842779,6.73697565896931,5.1948769472693,7.64902465031061,7.06862412887257,9.42584948922291,8.06282426380658,10.348866588649,9.05947682294709
10.0729421905989,9.01979573405993,7.07652322307922,6.1629998123085,7.8973220550044,7.1838519721306,9.43376794849328,8.38279131689201,9.8248589492215,9.14444998219085
9.80393469132554,9.33434369880561,7.09539034306874,5.85011571135515,8.36370108752948,7.26356091282384,9.35653084238907,8.27189389308981,10.0141736890551,9.15177165109659
10.0682762444132,9.53913786457236,7.04844646314103,5.35659608247895,7.71355845442744,6.8931656658501,9.73843356984253,8.1667144433171,10.3998373075842,9.05755042947737
9.92683603207572,9.42596852256693,7.16031894435161,5.99689246424044,8.02030251234488,7.11458091368393,9.3109250131064,8.23711586940826,9.79774017431357,9.1346690081145
10.3939794431769,9.2520137434037,7.04173728567116,5.47293847710555,7.60265526545025,6.74695486701686,9.97457592951072,8.42517777148636,9.92076548678639,9.45480686167813
10.0588066452641,9.16219708112209,7.02145079020143,5.75292635695614,7.88572713779929,6.68987055667967,9.63381104788763,8.47705390924478,10.2729464276286,9.10037607506158
10.1592112960766,9.36092047797542,7.21233203435727,5.63318074695209,7.89111457172583,7.05446364501246,9.50305246801776,8.18731176329845,9.92628404827187,9.22252122333273
10.1639404123821,9.47833403784608,6.72386561936282,5.71573303159472,7.67383603238617,6.30358002557525,9.87051408637007,8.25208017357779,10.4414907690204,9.02906571556895
10.318182735449,9.38051104283085,6.56886187652916,5.56781983072482,7.40166318355942,6.53932079824459,10.0613550238545,8.28080637091315,10.2663944851691,9.20358374961282
10.2371301078169,9.73883862011061,6.64749869677369,5.32804728789041,7.94504879558885,7.23186516593907,9.38820634687946,7.95936906020118,10.2188805926721,9.29988348577282
10.1236315080675,9.41378392094482,7.19967159605005,5.54735403835384,7.99151604046479,7.00179978906693,9.54692145256187,8.15316301104185,10.0761370681694,9.00945547407545
10.2295185411839,9.21496761363721,6.72682927867143,5.25427998921646,7.97722152809607,6.7050747591955,9.77503329348433,8.24708795509384,10.4767145767683,9.2856748476857
10.5382120264599,9.74391358125465,6.8543972707925,4.99227377686454,7.66865898704734,6.72854871469027,9.73913933539939,8.16184665618128,10.1620564938488,9.31151608264486
10.3094712323928,9.6141688359919,7.06578945449577,5.26519667474117,7.80479667764895,6.83392418037865,9.68659552567294,7.97454493666498,10.3070921843718,9.01605241516162
10.0550520828669,9.54420451571692,7.1965611784615,5.70420396109256,8.1692428788897,7.17840249101866,9.47949623837039,7.98600758794261,10.0786219742822,9.01129846967405
10.1342337439068,9.18236955273741,6.85898426480931,5.70965862978476,8.13480853319869,7.13910041871109,9.65900392977638,8.16521168258608,9.93882361851807,9.18112432627948
10.3609893340525,9.74332106335983,6.73395340511493,5.36252929525798,7.67910575205534,6.73549832660579,9.65476680196623,8.06835329308229,10.1972879994768,9.08016338937493
10.2998368616669,9.41636242126006,6.95247711215055,5.59058707501392,8.15310315775049,7.46548138910988,9.14288291007115,8.13516578998849,9.94754237318566,9.0205676343945
9.97933653821018,9.60463097370026,6.97918832708922,5.78064420557904,8.24245481638498,7.0891761997588,9.40382058019799,8.05579947167479,10.1999497665961,9.0440339550541
10.1207769366592,9.25984397529022,7.28350000137468,5.77020237057452,7.86246975689571,6.73482995989148,9.51072165242746,8.027025932991,10.1893217624676,9.04056528999131
10.0760169837175,9.6572740189496,6.91783467699196,5.79720699538265,7.83941154454165,7.16191730720121,9.19973602342601,8.02953935234954,10.0155904561398,9.25004748977809
10.6865960711594,9.62729705081485,6.65500871669686,5.3882548219613,8.03846730308284,6.97890314679686,9.46355877277481,7.89727137748182,10.0322911507259,9.22072893468462
10.2657459755297,9.3180897740604,7.07510970940664,5.61163421095119,8.02341659533159,6.77617536908507,9.7780937514128,8.03883203355183,10.2004828799249,8.93446145949947
10.2091375988222,9.0729313915277,7.24169231882734,5.96153581301624,7.81923566705979,7.10047213971163,9.64114137545704,8.22693541938182,9.6766634820075,9.32868954949993
10.2597550075775,9.40396617206082,7.29728806974936,5.78810344490855,7.68856358244457,6.73291518829246,9.51260441446208,8.23617763326276,10.0571064660963,8.96612495166729
10.0937648997653,9.36775044160539,7.31285433872773,5.39964241013592,8.12608905172809,7.14496194155238,9.44388166680801,8.01733115225859,10.05919962105,8.93026079684574
10.4570037622943,9.4858906307748,6.93314257378457,5.17835272677147,7.96801578304266,7.11270930625288,9.37068689931259,8.07607530630485,10.2284532032017,9.16318297865166
10.1773304507798,9.49061179121137,7.02695584104405,5.76671993315812,8.13751481502254,6.90191452772707,9.4897771897804,8.15508992142822,10.042005790478,9.04524401292626
10.3630296883781,9.33359240085626,7.01574735394196,5.61061667889608,7.81045540239781,7.07966942461383,9.62278504933849,8.31731566241458,9.97801573463638,9.20521798221659
10.4887251023408,9.56937635653818,6.84538793728515,5.57069651363613,7.78597607001302,6.6253905482374,9.52025414746804,8.0784508706943,10.233867546499,9.09213286733067
10.246738308786,9.50052326810435,6.78461664139556,5.58347093393627,8.26127066648446,7.00168859703965,9.41661869509861,8.15563482938281,10.1892882608203,8.95750403538155
10.3249092679693,9.37918451232367,6.94012402137447,5.28251283120743,8.19385275283858,7.06208436661442,9.43590957563431,8.19325830532867,10.1344511181876,9.10613237528558
10.3396347369,9.39675134739591,7.08797105688272,6.00137394630754,7.71780072631767,6.97930037013306,9.3963416948537,8.20373239778175,9.89361504862022,9.20036046815675
10.2604125821775,9.51443480042665,7.14171550588532,5.65569570364508,7.84349264143192,6.96161798658458,9.41049075592193,8.26836152344646,10.0870309545043,9.1976066217851
10.6681525095593,9.72909756965478,6.80109637521686,5.0626704353494,7.77416487638581,6.75229052467309,9.53772074533017,8.08667397284971,10.1068054166593,9.27557775671966
10.2299740693187,9.49078335554503,6.98879616150254,5.61529331660313,7.70754897894545,7.15069390649965,9.49781996126775,8.18942294779018,9.99295712428483,9.1364499207233
10.053482265756,9.55791617918317,7.11550631448683,6.07314917409141,8.13223198786983,6.65647452565483,9.43318055871794,8.04352541866297,10.1422342489916,8.80990748113689
10.3798475821326,9.24111064434183,7.06271194962796,5.1785951649723,8.08889462528751,7.09451191826467,9.56132469107634,8.3206423854421,10.0289129706188,9.07986719838595
10.3542648451062,9.46803722337025,6.9045927068779,5.52169698540375,7.59132238189782,6.62863951020774,9.74666891761743,8.13707404793728,10.4870094515539,8.97912287757972
10.220831525785,9.59334249093877,7.08147746861041,5.00995187550824,7.95966134729921,6.99878541391594,9.43076062643371,7.95668405479356,10.3166710957018,9.15335936081802
10.0278505944498,9.61592514788437,7.12191785951643,5.60908759973037,7.85351817681297,6.58625320610341,9.94201733610212,7.93871019179372,10.3754441675818,9.08569530158099
9.98478481385402,9.3732231037031,7.38744356532445,5.49362369090753,8.23785032110079,6.89726563606375,9.54841998840532,8.06389177813825,10.2370159443453,9.0077640751702
10.0191174665695,9.41805732344521,7.21823978607151,5.70330836028937,8.22169903261658,7.17841688525571,9.4399332640052,8.21843974030991,9.96537862561657,9.02146826957673
10.3033183990527,9.57591785323829,6.99383570530756,5.48966091781745,8.11717960958475,6.82048023334858,9.51792441700159,8.0447507369438,10.3010793084632,8.84446083351724
10.1960182901034,9.28496053340417,7.12969071620473,5.84511865885829,7.89896089362169,6.96344051809168,9.47905549078989,8.21684500621287,9.93164276354223,9.18863167108734
10.4076361562226,9.46769161611507,6.93414057571332,5.43375805358207,7.47545591423238,6.73570321128453,9.63420446712792,8.25233613942503,10.0396475143533,9.40328273162286
9.81833583578318,9.68662083615762,7.13576829443191,6.02212313269857,7.906315366526,6.89538759966322,9.3878633355329,8.20955692775937,10.0114642369066,9.19244031055369
10.3000115085804,9.3778430560355,6.88086840843274,5.32595631132081,7.99422443232984,7.03548906263062,9.37497176881933,8.16359920559626,10.3187020893288,9.15280568925708
10.0380142885278,9.18903886596905,7.00410866614792,6.23804524284068,8.05597066406008,7.03670043393371,9.35645513859188,8.36986271132786,9.7671528895951,9.19027606818188
10.2442911791098,9.32993047861162,6.99676902549863,5.23292327322307,8.2651215105987,7.24579198556666,9.40166232147038,8.1166943394959,10.0933333702186,9.08386492395315
10.434795326935,9.72727391038229,6.84122347140962,5.28647825467919,7.53300883580346,6.81096629155503,9.50930219648257,7.86216479469471,10.3468395709322,9.13319334899883
9.89344370793817,9.28300361905761,7.1120363470489,5.87558091835601,7.87571568212571,6.90943257862844,9.62049828823235,8.24418531142121,10.1674400511249,9.12479637798739
