ref,H_1280x720_dim_near,L_1280x720_dim_far,L_1280x720_dim_near,L_1920x1080_dim_far,L_1920x1080_dim_near,M_1280x720_dim_far,M_1280x720_dim_near,M_1920x1080_dim_far,M_1920x1080_dim_near
11.2267164438818,9.96131069524666,5.37370591882646,4.43814975140479,6.53916519323838,5.73344414340346,7.73950614377356,7.06421774924057,8.73056847265265,8.36312036635606
10.5172348670331,9.9212495506676,5.41926547697326,4.72016912754503,6.80244409608344,5.81315041245978,8.17458774918064,7.04092710682138,8.92101433215906,8.15350070783438
9.877200401031,9.37611315491218,6.62631949321564,5.02837954068515,6.84805456121669,6.65073683342417,7.86744755488404,6.86654051339924,8.91268983881665,8.08231176435435
9.6812285531872,8.73721106475459,6.69261550724955,5.25200356807618,7.31398711292703,6.003041677857,8.14485895911539,7.40789702553189,8.7591678461097,8.12419474934617
9.90300585775421,9.12606221138034,6.29809443234358,5.28403328708498,7.02522621410721,6.20461357358957,7.98519924899629,7.57921010273254,8.40433722447256,8.1880016085568
10.4884977901831,9.80375634420129,5.38640266485728,4.50921048288494,6.74363375046145,5.844161325676,8.14955203724178,6.9228731326067,9.03712270578825,8.50576332422311
10.2243383288546,9.4720133196887,6.06170774278385,4.71230330791371,7.0654782584132,5.63996369728562,8.29732368590076,6.8900391921278,9.03026305885973,8.18283360732141
9.69139334283035,9.56207809064648,5.67589195336702,5.32850773442368,6.83594449825819,6.37896060631051,7.98275635578676,6.88413055797539,8.69309489448591,8.87567003444897
10.2941579874298,9.28339996605832,6.41735929384284,5.08042326104328,7.13904715240938,6.68703844131828,7.93107777825607,6.82703716886207,8.84606445408319,7.76746691870538
9.72368382370209,9.37545887741721,6.24343727797269,5.34868335262651,7.17732953086183,6.19654839685129,8.31865863734426,6.76569501715433,8.9032989030105,8.25881768912117
9.97021313151377,9.08539134842834,5.86282695027179,4.61425316077138,7.02500088570417,5.72734697006254,8.44376677589592,7.13476034281589,9.22084319313931,8.33679129844151
10.2393233313843,9.29668138828575,6.21618585677471,5.01072317157397,6.87743809863989,5.65654739363098,8.15803955164212,7.03691029955383,8.94860222747157,8.20148816999697
9.71149468225512,9.08506929211041,6.20857626127757,4.93594117982818,7.04982852266899,6.22524988994006,8.15468251820677,7.22757297189058,9.13702963507709,8.12147718727379
10.0762970691573,9.27877649942043,6.44153738925064,4.62321240263879,7.0802747950059,6.25278994765191,8.07480622642866,7.19129570674617,8.70655280649619,8.27080163324615
10.3027104635215,9.38895401759927,5.90219196822092,4.72669687069592,7.16600231587259,6.07280183562906,8.17654219757591,7.06578195975083,9.02094195829349,8.11832550712002
9.90886269446651,9.14707485533521,6.10727554371269,5.06090526267355,7.12764082195064,6.3638281595031,8.31857453683341,7.1281291228938,8.7834431583685,8.13436831852558
10.7834524140486,9.50872401959677,5.64090854826047,4.2856755270528,6.88499217002815,5.57329661425823,8.25924566753703,6.91517229052399,9.19316207553278,8.27443988735044
9.71073699582712,9.37759810821504,5.95994072956782,5.01378196547455,7.00972195407356,5.85167289725429,8.31562015290508,7.11440687352055,9.24030648694549,8.36331602566587
10.2847854809428,9.38483866837709,6.16242379597609,4.2004946103825,6.9881769420622,6.09693943264356,8.43113055325711,6.94777373775367,9.41837302123632,7.62206710942774
9.67989667986695,9.06198626451135,7.03215377246244,5.12230648909992,7.34660231413717,6.27664155009462,8.43190442856634,7.11212212661983,8.73193480542345,7.95690684505303
10.2609906710471,9.59650283699463,5.37990809041035,4.24171997315611,6.92701520839223,5.49810241907319,8.16704192615382,6.91394968635779,9.31707738215855,8.38268577966937
10.1088334187003,9.52379228669303,6.23899164530935,4.86534553832295,7.05372639378902,6.00095060622861,8.2481448361828,7.33165063781419,8.86416231010895,7.90248178719484
9.68738501550736,8.95984484118779,6.18394462981341,4.9975010247852,7.26094854180298,6.25796605687835,8.03718085845888,6.97079963554591,8.88341314599822,8.5137219015243
10.354010635548,9.1333039614586,6.24840957203087,4.50862708477239,7.12551224481095,5.13977711258919,8.24514348958017,6.89906426116297,8.91731216024782,8.43655973651518
10.201091534851,9.23629445708029,6.28233641661498,4.25714086709352,7.14397244753516,5.57850377734098,8.30447602982061,7.23297664928138,9.13160499285354,8.08684383905483
9.69804469040202,9.23454621123997,6.26711706886152,5.50099201298318,7.02770774853845,6.45733402271462,8.2499982295843,6.92195992503381,8.71416860163805,8.27710548633477
9.87040166709098,8.94452096548648,6.40456285574066,4.9026455120133,7.01238182736421,6.43023627580551,8.01850073716015,7.53811602992591,8.58474960441741,8.20083815129895
9.88108294381676,9.91155262018074,6.15928770890065,4.83704498741352,6.93279986383398,6.66163262046626,8.12248034266407,7.18139083233983,8.78534135420356,7.94259969557451
10.0787631133576,9.55519212437148,5.33846395588436,4.72999641908214,7.01360419887754,5.46027279959155,8.35007546320307,7.17870874550629,9.32822559706372,8.7053217711424
10.2972251405797,9.2733363758887,5.77777897181583,4.59875438613265,7.01325103998408,5.76698087359399,8.09775830858181,7.03599628628696,9.14208425892802,8.44977878454095
10.5293684462495,9.56284742057344,5.7839641508472,3.55580343615299,6.7783591919999,5.49163348108021,8.38106867597145,7.0390594451618,9.44916473423458,8.40285636785558
10.3550251379281,9.48216694826066,5.75571381647323,4.53615247830211,7.24616402796956,5.44081974216721,8.42352956849537,6.84173375415865,9.42992387163018,8.08446849275621
10.4930626222658,9.31868171960851,5.98143405211667,4.20899554157767,7.05580332444704,5.82407274433018,8.21940595914054,6.90104879213517,9.09539209673236,8.13449220537441
10.231674062438,9.27083276349292,6.23568239514742,4.11650599869187,6.81682287081688,5.75773236550522,8.45116071490743,7.35328980149106,8.83194998876646,8.35620493448373
10.833265524605,10.0409470658042,5.82263971864929,4.46155012029926,6.71443705047409,6.13379501679557,7.79763740413558,6.51026781367502,8.95888517791944,8.30625606884877
9.76019361256341,8.94331978849852,6.05605058459217,4.86719839075429,7.18025842925797,5.70756434956264,8.34105578790468,7.40521951748491,8.94283940521104,8.34142980364902
10.4012075771882,9.48498103948083,6.24470459262959,4.45170294496594,7.09135135539432,6.28437825620544,8.06669868903668,6.97848441856969,9.10628586375935,7.83822545236077
9.7575892027893,9.1395461794768,6.23537183886237,5.00424641950686,7.14328847831822,6.22462551802253,7.97540803387329,6.97546915442602,8.92291732756821,8.12426741045733
10.3461069305256,9.55286908461428,6.03641580259344,4.5645543734519,7.04413226772836,5.70671627626517,8.06788979821407,7.22450658903769,9.12232335490919,8.14196874203242
9.88038390375542,8.90594969651828,6.31640509776735,4.91776855680187,7.09099366777976,6.34865211981088,8.090286790852,7.42504879167018,8.4962811282241,8.41718870359362
10.4733105353087,9.34780764391124,6.28745165867521,4.93355351258563,7.01732744415902,6.31990576569011,7.89490132510828,7.08140465749351,8.57064829867229,8.21382089280209
9.80356413877503,8.64715571197224,6.14639724001023,4.49958621062606,7.17216435193327,5.92825603579556,8.13778812314192,7.41707054437445,8.8081103600225,8.72204777709909
10.5006862194155,9.78762310327138,5.17884037741288,4.13380144247616,6.55638969221602,5.27783265331281,8.78688969563999,7.08397169201247,9.37238208807851,8.41087471267508
9.65589314348221,9.25361600586056,6.329373614495,5.66086976901127,7.10421340641048,5.98767663631316,7.9550680074857,6.69561137125849,8.93246593710835,8.59160905587755
10.0592624142126,9.49550670072819,5.29985296033481,4.69285080095157,7.10058755209986,5.52425238794963,8.09380387322167,7.07098554457969,9.24979418852571,8.74681689612179
10.221928890809,9.34449552817893,6.58334554520215,4.70803021549431,6.97049215013741,6.43117670017036,8.1827586703867,7.22044791221145,8.65788045177001,7.66774650219885
10.019851353503,9.23066579886185,6.5016218815541,4.94846290157328,6.94640673060488,6.19093488603596,8.12986597531525,7.28229452382862,8.44199820084083,8.08467683942343
10.3165549463358,9.46885240087999,6.42736920847963,4.49247154580533,6.87979687072598,6.0413577637338,8.14174515154301,7.0578499213722,8.99241570019283,8.08358580216857
9.56380381526296,9.23322789991292,6.30750018813092,5.11556439735961,7.01420188715034,6.3174435691735,8.30499682783921,7.28871758590046,8.61315880588267,8.28621297922129
9.89534416962086,9.17978903720482,6.2596528226135,5.35179538466803,7.25493023651042,5.92502324514982,8.24387748908834,6.99908725512405,8.98409959295838,8.01222965262577
