ref,H_1280x720_bright_near,L_1280x720_bright_far,L_1280x720_bright_near,L_1920x1080_bright_far,L_1920x1080_bright_near,M_1280x720_bright_far,M_1280x720_bright_near,M_1920x1080_bright_far,M_1920x1080_bright_near
10.7424206048939,9.07289401259076,4.8878904629175,1.70451201009215,6.83784332764173,4.53024306754098,8.60873329911751,6.95172227415224,10.0888971913202,8.02611188148199
10.2803297826058,8.49226119537185,5.25207005593666,3.75254104524287,6.6251365771612,4.89383519889965,8.39701282190848,7.11682563185735,9.37546801796457,8.18301956438293
10.0795879207039,8.66346321222105,5.46116172996052,3.71305253969288,6.88814403113605,4.40737164790525,8.48789620085359,7.32207610359238,9.3866058235947,8.14264082264127
9.90049767417438,8.1722920544855,5.42191173285173,4.31644462721169,6.59937920749798,5.24643098122321,8.07809794872645,7.13722579266367,9.49069982068331,8.41835308213171
9.77754155865225,8.54057958112559,5.50374687524528,4.21320239053933,6.65823045120411,5.20959578733467,8.24533224065229,7.15103910549128,9.11632097548232,8.39057930254024
10.3565211026018,8.76614052959589,5.16474249252769,2.79140147839625,6.82259390084565,4.38094832111348,8.91502342466479,6.9659952783082,9.71708862915149,8.6540405247139
9.89364843643567,8.19968221996977,5.43759239640352,4.14449832108532,6.8901520552648,4.94391130241153,8.17063429905097,6.94197947748934,9.71944161901798,8.27635928026127
9.9046744417732,8.48468282685382,5.87701595170669,3.45340623745559,7.01030939549414,4.62882035592959,8.26156445195011,7.38002214527185,9.34438687611558,8.1596915014588
9.905074392786,8.0244949717799,5.84520151297634,3.95735130637142,7.12094094956097,5.01957839741381,8.35308728179513,7.00926848521774,9.56377201349468,8.0955370338261
10.5211761891036,8.20676121583491,5.06994692287966,3.49207366588972,6.62187405444097,4.78787839861864,8.47795974109401,7.18850677895171,9.49211701956763,7.87861809984017
10.2007828713789,8.24015028883587,5.03539208840461,4.17806716736174,6.71398451035154,4.95762876240068,8.41639430666701,7.12062337465663,9.51416250284898,7.88932161618039
10.1174013626102,8.42841824626232,5.81762380039404,3.32670009711524,7.0006891152603,4.02769903003632,8.29602399423039,7.46972090450782,9.72498195557653,8.02381413352038
11.0010764109444,8.64158611193656,4.91291932588731,2.82049931384396,6.4943866628925,4.6260610560877,8.55131973702973,6.71323350426178,10.2111932128653,7.84722974235221
10.6146067521606,8.48297928449518,5.43284004585224,2.58710229491415,6.99502171795256,4.93352388176172,8.45805424673002,6.90893934384485,9.84670235593784,8.30665635813618
9.76838570891538,8.12672064483815,5.51096678709977,3.68382371830301,6.93924753495253,4.43174976468369,8.56097738710428,7.37277068701827,9.52346972070926,8.51697267995087
10.3420762203818,8.66907595931074,5.03738924045109,3.49622337972549,6.91471518883452,4.44901976695516,8.43857111698437,6.94691488461627,9.90208246670964,7.8767680336574
10.361323504394,8.48627007333856,5.37364409783629,3.66910323314228,6.41072047965809,4.68155465248436,8.32796464591954,6.92061991996327,9.63121782153539,8.15291987829748
10.0769124047759,8.7743497647308,5.78307493850154,3.65048965657668,6.83864182929223,4.87404478723779,8.25539343919773,7.1339081819658,9.21890730164838,8.18347153999378
9.69791323376481,8.43322893329316,5.68190274538222,4.0302570507969,6.80577878619071,5.305952135703,8.29224134908587,7.07708883312484,9.44961196855366,8.37655371000139
9.94793406270765,8.48712316069506,5.49268967187461,3.5644647835208,6.80235969245276,5.1696126766326,8.40284223291836,7.06008448924489,9.75273270476603,8.13870269241507
