ref,H_1280x720_bright_near,L_1280x720_bright_far,L_1280x720_bright_near,L_1920x1080_bright_far,L_1920x1080_bright_near,M_1280x720_bright_far,M_1280x720_bright_near,M_1920x1080_bright_far,M_1920x1080_bright_near
11.0420007495096,8.5477833073838,4.27920607114886,2.46742151887681,5.2056994454513,2.95340832474365,8.22849316359105,6.37470936457753,8.63083551705224,6.26152249045973
10.7327183283526,8.63161405903976,3.53913781075604,2.04282486916285,5.23598733833482,2.42138030875191,8.53999911781449,6.65300986026814,9.22662430059962,6.85573911175387
10.5015841206217,8.71698819812766,4.0795255599296,3.0022213866107,5.22885658648465,2.16806856818497,8.0998679826617,6.81467673075457,8.88156835841417,7.30590141263075
10.6466520572606,8.34951473633137,3.68497519846086,3.28426473152846,5.0201016802029,3.47744432078314,8.11755335896227,6.64182704653258,8.55753628971751,6.89139237004892
10.1152541157785,8.76540021829963,4.00757483561889,3.39481500730705,5.13104768598413,4.08108115638112,8.09401475806003,6.37255581122771,8.0194022806223,7.14126478511429
9.63310588816675,8.44990157987112,4.30051048798633,3.78430404387059,5.51772349437966,3.57584603945937,8.23937069406196,6.39751975453143,8.45445704028698,7.12213187728436
9.66161009679979,8.30458038823988,4.7333288779403,3.65945783736585,5.59038902666808,3.76844135266901,7.86846199628857,6.43864793737927,8.10169840109395,7.00339450768246
10.410250215134,8.64479804279226,4.01429680403809,3.33235519526138,5.28924871965797,3.1731915003463,8.27464799579742,6.49666941407906,8.29455426848238,6.85971296325527
10.4682647007456,8.36040782987916,3.69811977555985,3.27372068431703,5.1207421598109,3.36067826487102,8.33538155753203,6.53572854575792,8.77992451934753,7.19987564379786
9.93637361207035,8.6132087111388,3.66056608967302,3.32427610110963,5.32983745090309,3.57014692125297,8.30392286494423,6.67075003372436,8.53983696908979,7.02980845549761
9.61509099132668,8.26135435589729,4.17586907953685,3.81209252775585,5.43795698977119,3.91348683777405,8.12845229903626,6.48643326250913,8.45806696388775,7.06216708785736
9.55063605480762,8.60776702071027,4.51501290193257,4.42034803580105,5.62962135223661,4.03514041966885,7.79233181121788,6.39168536614183,7.79695757926614,7.10787951731564
9.70103844470618,8.27428933313162,4.4571028194558,3.78810236489143,5.31548293864368,4.17718452586799,8.01281163254822,6.64954809812174,8.1417270595538,7.10504340767082
9.584053656292,8.39462622242322,4.45895899203244,4.25221804688128,5.49884678133859,3.78674740574716,7.75537160535602,6.48257200605813,7.82145679763331,7.30020675350032
9.91596911969943,8.38240702976165,4.02381763768538,3.92042410222868,5.39691098787562,3.7246647091409,7.91134806900293,6.3882586090681,8.40404450016069,7.23105701398669
10.0309436257299,8.34384303262889,4.45255976746928,3.49725091082549,5.26774413917275,3.92564112758018,8.09079108575882,6.63341528327876,8.35731508170492,7.0035896818641
10.5792910488245,8.56547393681947,3.75218113359006,3.54235417799323,5.07564893468196,3.33521054945304,8.04069804061433,6.47167595727365,8.53294292168361,6.94527736891422
9.82212601239943,8.75379906097024,4.18842166878357,2.62480417625763,5.50991473295262,3.3509129282904,8.61904837068379,6.51363810411137,8.57181327171907,6.59937857927088
9.82915625035801,8.16069521114997,4.66695240764385,3.57385466666487,5.62523792216624,3.54454594498055,7.90283720502817,6.69039951670032,8.41747040853225,6.90944146145278
11.3785281946225,9.89874289717541,1.62149331094276,1.53261739425929,4.44059403238577,2.92278688473547,9.23255132815868,6.44018309354878,9.25792346236955,7.0143135572642
9.77578924075354,8.70165023499563,3.89264350786022,4.23861492566563,5.43175322604397,3.88864480666054,8.18869424073922,6.37990972511591,7.98504284942954,7.09506578165155
9.53908189981032,8.30499321030339,4.17132036639941,3.78328376643599,5.62696932902996,4.04783656924049,7.82670650119772,6.61875509023506,8.46207432381502,7.05454778432834
10.0795471405945,8.47086179952989,4.53905164081497,2.80595212765048,5.36624992429294,3.76238553302659,8.13180159000436,6.34581620804855,8.650003612758,6.56891955822175
9.65917232693982,8.50631329969182,3.8874107318085,3.76591309625071,5.0960701393179,3.46429004362457,8.1451227569133,6.70312713708904,8.6352603130195,7.11761162709626
9.4827456723065,8.27481009739477,4.30580627631344,3.76068481326108,5.47258156204485,3.72140023978961,8.20823806463538,6.5943193385093,8.49082042555711,7.15199973179374
12.0700564536905,10.2569144963139,0.383158267223665,-1.93192343778847,3.62494497498188,0.32754673300014,10.5029323162261,7.36342778220022,11.3604991095328,8.77711469382087
