H_1280x720_dark_far,H_1280x720_dark_near,H_1920x1080_dark_far,H_1920x1080_dark_near,L_1280x720_dark_far,L_1280x720_dark_near,L_1920x1080_dark_far,L_1920x1080_dark_near,L_3840x2160_dark_far,L_3840x2160_dark_near,M_1280x720_dark_far,M_1280x720_dark_near,M_1920x1080_dark_far,M_1920x1080_dark_near,M_3840x2160_dark_far,M_3840x2160_dark_near
10.4313026069201,9.47702921932237,9.80068642413446,9.82249863732978,7.30323739358351,5.82389021038417,8.40603020402815,7.30586421363084,9.43637896033539,8.3251048380943,9.1504378639427,7.86547722101388,9.63515205447269,8.96488385681019,9.84422294824484,9.39691385059294
10.6293747502788,9.40475584075184,10.4900032005285,9.73929062949423,7.03166009192253,4.77883737573321,8.58153318144381,7.24874043171349,9.88526169308018,8.24322894666974,9.14162716533075,7.64367410662908,9.57101592775435,9.11721559804769,10.2749876726226,8.9855731519164
10.6013444566087,9.40592929027321,10.648672695625,10.0922838538735,7.19980329970134,5.63304825623545,8.28169180521196,6.93919451612479,9.46834633091303,8.22129738394753,9.07997051135284,7.58681685937727,9.52164382879609,8.94614112074928,10.0138330999965,9.08483131387118
10.6551856183963,9.66377275235146,10.8415291756556,9.89506669677953,7.21361195858373,5.39850571625758,8.63031109076973,6.67838446026286,9.4802390579634,8.02839425887979,9.02500927398538,7.75392279832965,9.93150804538971,8.85647704620085,9.94648408043835,8.78358540864424
10.5211273373272,9.61483197198112,10.3342666267563,10.0235913700575,7.15351075319635,5.03612496151804,8.54919811490861,7.09044067887187,9.59406845192172,8.37070840310503,9.28918119176647,7.78387620928036,9.72670016803359,8.97161458347376,9.67749276778216,9.03050787418505
10.8091162074174,9.48392575385589,10.7738713455211,10.0160974301079,6.99277997308799,5.33046222272877,8.57483123077418,7.04094210624272,9.71591447042883,8.08890973334988,8.9328209585944,7.6345709833148,9.48820126365643,8.9489189772118,10.1722194526619,8.83506758813767
10.4126260613959,9.40676621430377,9.97915179918885,9.92653015763536,7.16186017374976,5.33738560387778,8.44261193577027,7.22971997852145,9.53933409651467,8.39386641016075,9.20390133780585,7.50706971670112,9.85185735923676,8.94839380538745,10.1610625904175,9.20770673832977
10.5582542854534,9.55287078600832,10.2701406658091,9.51577819272757,7.3019568723146,6.24179938959332,8.45919194023533,7.26404811619576,9.53165620471307,8.03100400034631,9.05660527881689,7.94269491339085,9.6478795362779,9.02452132998824,9.72319451154885,8.97459936439191
10.0776275892124,9.55750932161075,9.99613739198843,9.54145669795391,7.75089826314325,6.06447889562919,8.66978677335297,7.54723738087941,9.21152254431622,8.35140414040177,8.9113921672975,8.00154963366474,9.63254910909511,8.80766776789696,9.94675182767193,8.94901425164739
10.5835318964248,9.65956197458972,10.438513021967,9.75849222190092,7.20213071670461,6.14879634466825,8.60023007440243,6.58557135305111,9.42837633423856,8.29508922673182,9.14889782814662,8.20025842043156,9.74337616342371,8.86065381334718,9.53975043009804,8.90291227239054
10.2715395730107,9.42246352602247,10.3126918690174,9.80979901075438,7.39502035845222,5.61759139839756,8.53401061779783,7.21376988884286,9.33124877181159,8.25561845791096,8.9411576972489,7.71552112121063,9.7633506101806,9.11615652260646,10.0119123124303,9.17395068540739
10.3097970463066,9.8483975818662,9.84312568421912,10.1228188851758,7.28212929509867,5.14966460394536,8.68592837795901,7.46423536655867,9.32901409388736,8.82634295627515,9.08416075719475,7.86746089311767,9.41619054538172,8.85214422312696,9.85500891138827,9.06269290062244
10.1416525942084,9.23817553931175,10.2878651912632,9.46843854846703,7.67049695447345,6.16226886491154,8.80700777031087,7.39470503657166,9.4057322205003,8.53174048570424,8.90546818284852,7.79164866162016,9.50948828792896,9.13025765766919,9.99410569097426,8.72200862426914
10.5111727774937,9.60433397571424,10.2139625961908,9.43556583945263,7.71767240819896,6.30316729842709,8.80491185894287,7.54616523887146,9.51289828889375,8.41313783630365,8.96890040259115,8.02715872924256,9.20212904481063,8.55808339823097,9.82041302866564,8.6794945974814
10.1345963683285,9.26307471975395,9.80934525920269,9.96113588821764,7.15279561808491,6.02839262872757,8.38883114823563,7.23467622199627,9.52216947294656,8.44111773488582,9.23129944639202,7.85270376014387,9.7559182292282,9.22204915670625,9.70406300650114,9.26197210728604
10.7668713105802,9.52331776376523,10.3772703237323,9.61657333531021,7.01430227906844,5.55720701786443,8.70319411490424,7.09484722571795,9.84715391603131,8.13229166421164,9.2989992103027,8.02396730485494,9.47015217096348,9.01467263009273,9.74163877181478,8.81501452993185
10.3380021676672,9.47011532644845,10.2374427516066,9.87161787925534,7.26628956453114,5.36596161217028,8.51235834555895,7.03636472902481,9.67549050229822,8.25607440611012,9.03011730318762,7.70399922772342,9.55977231130986,9.39505668558209,9.97451581831467,9.20088849912769
10.1848495550903,9.62501033707313,9.9231901049414,9.88174934981654,7.29374763152601,5.28435349676832,8.67050564682542,7.35170238611492,9.53638297932641,8.62953685570566,9.13460472612086,7.93303912723194,9.70846807964953,9.21638401605227,9.56886914835107,9.12233840473981
10.5411450955935,9.6253908228764,10.504441813683,9.84644397532596,7.16454769072478,5.77493142613792,8.23376116185719,6.68588794665685,9.35985841206642,8.07908456328096,9.19045984151106,7.40638234487949,9.88270616894827,8.7837423413184,10.5253394996137,8.88255634828798
10.2019643653105,9.24350275246772,10.160367091892,9.62850519177274,7.54872380212622,6.34029892667088,8.78336073471889,7.60512876373759,9.25886713247771,8.67221681144048,9.03521267650433,8.06531617068319,9.19552770809339,8.75490516937628,9.88129249151804,8.8685918390351
