ref,H_1280x720_bright_near,H_1920x1080_bright_far,H_1920x1080_bright_near,L_1280x720_bright_far,L_1280x720_bright_near,L_1920x1080_bright_far,L_1920x1080_bright_near,L_3840x2160_bright_far,L_3840x2160_bright_near,M_1280x720_bright_far,M_1280x720_bright_near,M_1920x1080_bright_far,M_1920x1080_bright_near,M_3840x2160_bright_far,M_3840x2160_bright_near
10.0112076442717,7.04728454227373,9.43334417937167,8.70294658507879,4.89551065721282,3.9460400165334,5.9399800798604,5.47405695545215,7.76654053337214,6.46773748201515,6.57067539049499,5.45401716910836,7.93669745245373,6.72113553071936,9.32598962325179,8.5823254112501
11.3600066028881,7.48174315052945,9.96805461572678,9.1228463724279,4.07207298719681,1.88293945829086,5.14332783523796,4.32717269489355,8.10224892083764,6.16553334082867,6.29202095891516,5.00827425854264,8.71453242722104,7.0493663509224,10.0283576196648,9.33957741228587
10.568247870324,7.14407489750513,9.94373415122297,8.67348632977361,4.01569115481794,2.58438066023921,5.51590277931796,4.90908791160622,8.04055213649035,6.568874005021,6.75574430120828,5.59776160430363,8.68810279917845,6.78489561997145,9.64379213340607,8.82802942353623
9.99562160085464,7.01132934635447,9.13695908215952,8.57378954875307,5.35238522637992,4.23696450802561,5.95696114501269,5.5122637065523,7.63026493216378,6.42270287657267,6.74905850303978,5.75477640188517,7.91629966924435,6.81064510393838,9.04581575723872,8.50975423132946
10.1005832086939,7.24561307821508,9.25825262645822,8.73788229709544,5.0147860261938,3.7562902823643,5.60266541142591,5.12730512967328,7.68775065640323,6.6793087882368,6.66580205787039,5.72951420475605,7.97437076439381,6.99280305234081,9.23316030721548,8.70195046123836
9.15941536519736,7.22685650062719,8.97928541131848,8.53128225327327,5.40251540765026,4.31460585055741,6.08421849324106,5.64379138405363,7.70657819467243,6.55943062007724,6.71487219717958,5.95442009705839,7.99524813041659,6.62239166649368,9.10255672814314,8.36269078112756
10.3040873160201,7.04805896066688,9.5088732651646,8.39909990844415,5.07292948131867,3.59119434497868,5.75720835318602,5.09826594140005,7.86915707984638,6.59562563766632,6.67736603795829,5.81948981601712,8.12785267921652,6.75009579568813,9.41380130289483,8.8033382282065
10.5035833820267,7.39397811520423,9.08245443975729,8.72244682511683,4.40304071671526,2.97115846738808,5.43681284512607,4.91629002598447,7.89192216259544,6.55917125586601,6.63605643600213,5.72821802957113,8.43239730195799,7.12744601574041,9.24486183431477,9.05432458229986
9.31811341427531,7.30228520284458,8.94877116192842,8.37237896860888,5.09220408612236,4.29069989624193,5.90329526353984,5.69568564359616,7.66177063746728,6.60604130416774,6.57814892615711,5.90948188089262,8.10596278140144,7.06781088387187,9.08963435661713,8.57889144651404
10.699665826432,7.44342923043038,10.349830706224,8.7042249859518,4.34818540350776,1.93615602453389,5.20150268908085,4.80332549125054,7.87713450279983,6.42713369091944,6.61529333326739,4.93551058661663,8.69597007171683,6.76270759808182,10.0070278091644,8.74311527970003
10.1205430598602,7.26749880528196,9.65629526237212,8.44848719518259,4.51853546539745,3.20840276394024,5.75858399596504,5.22262278316271,8.05521800315807,6.5122015758443,6.47639535453519,5.90781180606588,8.33601840683961,6.80718554204053,9.44143038161156,8.86698562319138
9.73663833267735,7.00536607559888,9.2372238140205,8.57253042155974,5.19571345366687,3.95334668392013,5.940371814564,5.504922571804,7.60274858614166,6.8920740693618,6.40669808804943,5.51896221865425,7.88452228604454,6.6289815079617,9.36937959223226,8.80675330239417
10.8908039583154,7.05782907303268,9.14721152044399,8.79996994932164,4.87434329056271,3.00841149810738,5.75752541038134,4.85144076883399,8.11496425870321,6.35434247374528,6.36994394190914,5.37350726841549,8.48806182966206,6.58182260176875,9.07587050002354,9.20775473121129
10.2870749367542,6.84746380907521,9.42583200374844,8.33110056299981,4.71775856195703,3.3450207415207,6.09947059633636,4.97982262956446,8.05983958648733,6.76390237395257,6.6894639019344,5.51155163957793,8.46060949428415,6.84939301399537,9.5050439903149,8.88712274908726
10.3188961005102,7.52937342545928,9.45718985947103,8.75759480576178,3.85943786648239,2.43186316999815,5.63634735852687,4.85306889413621,8.18896058398304,6.72735869559393,6.66479840106834,5.95783768158889,8.44713267676206,6.80988110179371,9.58510379134818,8.83031342298405
10.1208451643193,7.23211985713001,9.39136568220781,8.67006895924187,4.94075777479357,3.29357480844826,5.7856440060324,5.01807886577766,7.81748574470127,6.4496661899892,6.38758042674845,5.77801888609222,8.30936208077796,6.80168520556296,9.54585689794288,8.74237676570582
9.23443504277326,7.03163102889664,9.04376229224042,8.2571911746153,5.52614276243521,4.84109512594589,5.90924624192126,5.94343523680803,7.56628125110375,6.83718181886738,6.86940777191228,5.93444113697958,7.69962552766524,6.8146266737078,9.27099941057219,8.37065065542017
11.0290313369812,7.29557463000364,9.41366788851201,8.91893270091256,4.64939444034675,2.183835812679,5.63728963467724,4.4067542831561,8.18724263912286,6.53808148570537,6.44823937249789,5.31001771708248,8.56449461643589,6.87966599957659,9.75038443167733,9.08747595956158
10.5774471564868,7.4390491648274,9.85406617895032,8.82822935198145,3.87251408835501,2.02649784680399,5.33818716429694,4.65672553752042,8.28674254172904,6.62310468651132,6.61365753375697,5.36885068130274,8.71223668613932,6.8273056606179,9.69184257115141,9.08532889502213
9.78885996444877,7.22171527718895,9.25801416840083,8.40534305346397,4.85790582601629,3.34174557805179,5.66806870210084,4.83852591386435,8.09614356477696,6.59894908477917,6.77178930603801,5.95482127389058,8.41036854792522,7.39441108546069,9.13539198991507,8.97614065860659
9.72761210766521,7.3308321907747,8.9292418686826,8.53023710310278,4.70267867657449,3.75444789733689,5.45301661210031,5.26802956129284,8.03926934598096,6.70919150385645,6.94635964008783,5.88727588083859,8.27180041590934,6.82096583297184,9.15556026288955,8.89980124954219
9.40770110166489,6.96447375282085,9.15521350823652,8.22151220142502,5.21083049958892,4.09036146601848,5.89359944858793,5.51002312068553,7.98527686267742,6.77561838126507,6.81034672283869,5.96519905037438,8.01999603204958,6.91429168597103,9.08872576775289,8.70072144497065
